ssn,orgno
20907898947,213806122
02825997752,213842862
03877098280,213843362
08906398118,213849492
29876999747,213850342
02924695970,213852922
16877294955,213860062
06926598404,213860232
06847499832,213861212
29918499030,213864122
10815197556,213868012
17827998397,213873512
07876496938,213882112
21894499521,213886622
14865399252,213889672
03816898179,213890182
08864599746,213895702
02845994504,213902792
06856996903,213908472
05875398174,213922092
07835996772,213925792
30904399309,213932292
21834299701,213941062
15836298516,213942662
02837898571,213944592
15825596973,213946382
23826098759,213957872
08837497567,213959352
15897398181,213979132
23915398146,213984772
28893049993,213985612
45857601134,213985922
10927798188,213989332
31887399142,213991922
10879799797,214010852
24869098732,214030462
12909095725,214030632
23848596779,214048272
09895999323,214053012
11847897548,214056062
06918796906,214058162
07846197103,214071282
28814996907,214074192
23926797506,214088312
24847199349,214089572
26866097509,214093952
20923849956,214102722
13926899729,214111942
18848098538,214113872
13885998334,214119102
31818899710,214122642
18917598149,214128942
07836497842,214142082
15857095607,214144972
19835999516,214150972
15863849710,214151162
07895198514,214157802
17846396594,214170302
20895794172,214188392
07907995903,214203472
10817099764,214225182
06876599390,214235102
02827196382,214238012
04926897948,214238322
10920299585,214240882
17919299673,214241242
19876096318,214242052
06815999639,214244152
13855697941,214256282
05847299780,214256762
01865597971,214260972
06856097143,214268302
06917498340,214271192
20824997374,214273322
03916397681,214282062
06905797563,214282712
02886599334,214283212
01857797546,214288052
22848099701,214289652
12926299199,214324652
15818799028,310001066
06885795968,310001791
27887299175,310002755
23906596377,310002933
05906497761,310003042
01826597182,310003239
05856996389,310003786
30878797295,310003913
22865598312,310004553
18926598534,310004723
26899896989,310005002
01836496287,310005010
06917699338,310005223
02818997909,310005649
06857995986,310005673
05909498106,310005703
12887196565,310006041
28866696375,310006386
05887498999,310006572
06867095746,310006823
26848297517,310009121
17843049923,310009393
04856996773,310010707
11814998136,310012041
28849399979,310012394
12868297156,310015342
24855397737,310018333
15924999338,310020109
21856997410,310020753
02874899502,310021784
12876898746,310021938
07865498173,310022365
18907898020,310024066
22915197705,310024163
01907899132,310024287
03856399523,310025739
30816698819,310026603
18917397909,310026662
04904997922,310026891
04907197455,310027731
07916795933,310030074
25867198655,310031038
26909399474,310031836
05875995709,310031925
04926997969,310034037
18924996974,310034347
10904898991,310036323
10879697765,310036358
18816297598,310036757
14814998143,310038431
08887597961,310038938
26855999993,310039705
11887296970,310040150
28907974822,310040339
30929099539,310040592
28888897722,310043338
29929297197,310044784
12857597352,310047384
30866299265,310048283
05886097265,310049484
11816098981,310050636
16929296749,310052159
19865698073,310053295
12846496791,310053627
01857396517,310054887
22837799558,310055255
08896199022,310058890
14889298783,310059005
21847399616,310059560
18867397910,310060143
06826699947,310060194
08826897512,310060437
02825896190,310060879
02817296575,310061042
30888595232,310061751
01828598518,310062065
13906197469,310062715
25926397934,310063266
08905799704,310064386
02827497633,310064475
11844398524,310065293
12816294779,310065498
03897098341,310066079
28886594161,310066737
01855097725,310066788
24825096759,310066869
26895096929,310066915
06815699929,310067407
03918997996,310068195
07916197939,310068578
19855298948,310068756
05874898998,310071269
05826799333,310074209
14886997931,310074438
09847695789,310074721
19916198852,310076635
08877897177,310076724
15853348780,310077208
22886899762,310077550
14929499183,310077917
03826895798,310078522
01817998069,310080292
06917095572,310081140
18906795368,310082090
15917299568,310082864
18884198778,310085251
05837797189,310086045
25929298600,310087467
29928196192,310089109
16866297650,310090611
06839999389,310090719
29857196005,310090808
07815298777,310091243
10818398528,310092347
18898299151,310093939
27829198458,310094234
06817397164,310094536
26908298127,310096067
26843148920,310097314
22866096779,310099376
14856798551,310099481
02875998768,310100447
10839199479,310100463
23896895931,310101222
29895999103,310101583
21897898281,310101621
14844098155,310103519
25894599912,310103632
25889298874,310104256
23817096948,310104922
04818298310,310105279
04917496361,310107271
01899999505,310107751
26920598578,310109703
12865599569,310111473
05816798126,310111716
13817899980,310112127
10857996564,310112305
07852549585,310114820
04886796116,310117013
24844498361,310117080
08925498786,310117129
04908797731,310117447
18897599690,310118885
02916899729,310118893
17876198886,310120820
27818899926,310121800
08815297750,310122726
11876398046,310123838
17905697986,310124621
05835597786,310125202
04859998769,310125741
05842549193,310126527
08856396542,310127620
03856695726,310128244
16874898736,310128775
16927699803,310129232
17927398087,310130141
06865799576,310130443
26848897956,310130567
31928997173,310130761
01856997983,310131075
06828796605,310131296
07886797693,310131628
29898174733,310131717
20907397220,310132861
25923049137,310133442
07898899157,310134554
06925999758,310135054
10886397122,310136425
01905698350,310137367
19897898627,310137715
14877698549,310137863
10888699223,310139335
24835697386,310139351
21914699905,310140368
07917499335,310142417
11906497524,310144444
03876099399,310144649
27835998725,310145289
17847098147,310146749
05864396579,310146773
22828598418,310147125
03927999969,310147206
23865597991,310147273
30867795770,310149640
19926996374,310150126
19926498633,310150851
16815996724,310151270
19874598529,310152501
01877798077,310154482
10925899793,310155144
29917596571,310155454
10927196595,310156221
09856797853,310157899
04845998928,310160539
02887296505,310160598
09866297506,310160687
09897096940,310160725
05867096177,310161772
01904998709,310162442
05877396381,310162981
03846899609,310163082
27820098302,310163562
15816097549,310164968
08867199757,310166170
28853049176,310166367
03866696690,310166618
16818197555,310166677
08887798959,310167142
22867996412,310168300
03905499776,310168408
04818698122,310169161
07916899704,310170178
21892648961,310170208
05845795373,310170224
10869499744,310170496
17914599938,310172405
05855495572,310173738
08925495981,310175498
24819397860,310176311
03826097913,310176915
02906198919,310177806
27857395951,310178160
24878898741,310178861
10837697587,310178888
07895298969,310179566
03916297741,310179922
25866695140,310180300
09885096570,310182656
12856298750,310183091
22825799692,310183911
23874698768,310184527
04874597355,310186457
06825697150,310187356
09905798879,310188263
04876197338,310189308
02836698501,310189995
01864698596,310190578
27848298692,310191132
12895899168,310192023
10887497090,310193313
26865994906,310193372
11925497314,310195359
30895599340,310195405
10928698519,310195464
12817998664,310196460
31855697168,310197203
03895697507,310197467
10825898528,310198692
15845896159,310201197
23849299115,310201375
12905597718,310202215
13856895143,310202312
05826397197,310202363
30856496593,310202762
30908498468,310203637
03916396979,310203947
25856498770,310204676
30855799746,310205877
08916399910,310206075
02855799378,310207470
22833849976,310207705
05817999141,310209597
26856895989,310210765
08835499511,310210951
29835999406,310212547
14837099952,310213101
31859398335,310214043
04905396132,310215503
18886596959,310216429
09897396731,310216879
05894899923,310216968
27826599230,310217425
16836298121,310217573
16927097544,310218952
01883348733,310219266
17876197316,310219274
09916399526,310219932
20868797577,310220450
20827198790,310220809
31889099146,310221228
19867799500,310221279
11865799995,310222305
01836499324,310222461
18864698782,310222739
12895899672,310223158
10827198981,310223395
07828098629,310223743
23837097983,310224308
21817395624,310225126
01815898172,310225770
24817797101,310226165
13895198700,310227307
17815799364,310228257
04826299733,310229016
10816098357,310229393
30899296687,310229431
04927996508,310229660
09824696931,310230596
09876996739,310231606
22847499595,310231649
15856798914,310231878
03907596787,310233676
23925296538,310235296
13826896986,310236152
04915495945,310236195
18846597944,310236721
07826597369,310236802
13867297590,310239534
26926199519,310241865
07835998945,310242527
28845697584,310244988
11865996537,310246816
09834599705,310248142
04879998072,310249181
14815297513,310249483
09837797125,310250627
12855999461,310251488
11818097710,310252298
22866398066,310253669
26816899345,310253758
03877498769,310253863
03847699271,310254193
31837498239,310257478
26925098786,310257761
30836998185,310258288
01865299334,310258849
27918697174,310261262
30876699229,310261459
30887499558,310261750
28824798704,310261963
19886499852,310262218
08845796336,310262501
18845598548,310263362
25915798945,310263885
01916199763,310267163
06898897298,310267724
15893449555,310267929
28845799182,310269522
05815599383,310271330
06837998539,310271594
01826098577,310271977
06897497539,310274518
02925299785,310275743
16846499370,310278041
06859097713,310278521
06878699953,310279048
19810099375,310279161
02916298334,310279617
02898999354,310279765
11815898577,310281611
06817199648,310281867
01846499152,310281875
24828798932,310282502
16909596711,310284874
03885399575,310284955
03868199376,310286591
23925498661,310287377
06866597551,310287393
23878899091,310287806
29916099787,310288039
03857599755,310288047
03815596772,310288314
08835897908,310288578
03845298377,310288764
09866198389,310289205
05836099054,310289701
09844999507,310290890
02886897548,310291900
12923649598,310292206
26913749374,310293490
18845699190,310293571
06915596566,310295248
06904998360,310296171
01847997083,310296899
15884797710,310296945
17917396590,310297038
29898599548,310299162
20865698012,310299928
24857098958,310300349
25886996139,310302589
30848398701,310303127
08897196922,310303623
16878398835,310303801
03834897732,310303909
10856995904,310304255
10845999150,310304719
08876499267,310305413
06915997323,310305588
23839799977,310305960
18849499323,310307386
30906698958,310307998
03815199927,310308889
02840799266,310308927
13896898331,310309990
01915996716,310310409
12915499102,310312274
17825298576,310315966
14893949187,310316113
23886899963,310316520
31887897630,310316733
24876797123,310316997
29848098548,310318361
07905698456,310318523
03875998969,310319384
22815296994,310320374
15916896821,310320978
29875299369,310321567
22855099393,310322474
01876197592,310322938
03904598541,310323403
11895598382,310323616
24876297139,310326313
03866999952,310326585
20907899145,310326755
01885699398,310327220
30838498813,310327255
01916895778,310327301
30869398205,310330337
01837098161,310331236
12856796149,310331678
04898597186,310332704
04878297577,310333190
14846498509,310334820
18836895653,310335339
13876999913,310336475
09846198641,310337641
10858495380,310338753
09831448730,310339075
17816999162,310340480
06832548349,310341509
13856096585,310343072
02856599364,310344567
01878196917,310344699
19838996887,310344788
10900099644,310345296
08836097131,310345725
14825897004,310347531
02895596925,310348767
11919798779,310354074
22884498191,310354619
05876499764,310356336
12894998952,310356859
02845197523,310356972
11824799735,310357537
29868499980,310357693
28916396572,310357723
13816499121,310357960
17858998638,310358762
20824699322,310358932
29908598359,310359041
05926196148,310359491
09925198177,310360015
13876998534,310361100
12856598622,310361569
04886595390,310362123
03817399168,310362891
20836396198,310363669
15834398157,310364401
01876096788,310365122
06917198983,310365483
10865599329,310366323
03907999717,310366668
28862848715,310369713
05915898167,310370541
15912949378,310372110
05904598358,310372889
27855698590,310374415
13825398702,310374768
06895798167,310375403
16816798802,310375608
10928197579,310375756
26925697302,310376663
12896198961,310377384
25896497513,310378291
26837396807,310379646
11847098394,310380466
23907299309,310380598
27856097558,310381950
21926099946,310381985
02827698973,310382116
20863949727,310385638
16858095917,310386472
27919097278,310386944
08847199939,310388114
14845598763,310388483
23818498608,310388629
02856598570,310389730
05926195788,310391549
27816397540,310392235
16896999587,310392405
19813348333,310392634
10887897579,310393231
14888298755,310393479
18915998166,310393517
08907297927,310394386
07825596709,310394491
07889599647,310395439
19916198186,310395668
23877498549,310396605
02925098364,310397016
18925298391,310398470
08857498764,310399493
04905098352,310400041
13929698473,310400548
09855998731,310400580
03886795989,310400823
22847697869,310400971
11827898351,310401498
28824798119,310401889
26856098817,310402346
06918399494,310402729
07818697427,310403377
08927398711,310407194
24899495981,310408220
03854899138,310409316
18927294407,310410233
02832949321,310410810
23886599153,310411744
10905097593,310412058
05906597944,310413380
06916997866,310413518
31857198266,310415553
10921749908,310417149
19837999300,310417378
05917098338,310418994
01877899043,310419656
07856498373,310419745
20847196921,310419796
24815096769,310420484
20867095773,310421316
05926897715,310422150
04904698925,310423416
22925896938,310425125
22867396911,310425451
09858299583,310426423
19907094343,310426857
29836696334,310427861
28898696482,310428264
07879198385,310428825
17876597985,310429228
04916998924,310429295
09922547944,310429473
11897098778,310429503
17899798503,310429937
02925496750,310431338
02814998951,310431516
02816496902,310432547
13905196132,310432849
05822849328,310433543
21909497318,310433810
22824397922,310434892
14889699540,310435414
12848598931,310435627
05905099509,310437174
13924797902,310437484
27899398500,310437751
25816599868,310438634
06906097565,310438774
31906696986,310438979
08816599319,310440094
02906099791,310440787
15827498596,310444154
28919298385,310444251
26868599560,310445533
18857199142,310446041
07817399880,310446084
14867499068,310446173
26917198844,310447447
05916396351,310448419
12916899538,310449377
08836097212,310450308
19819598005,310450472
16914298990,310450812
01817897769,310450847
28887296148,310453684
13908398402,310453927
19826299951,310454206
11836499990,310455504
09848297582,310456586
21845498544,310458155
12897496346,310458163
01877998947,310458805
02887797636,310458856
24837797191,310458910
01897399543,310459283
16849996383,310460079
20839599332,310460370
19897294357,310461407
20846698575,310461512
14825998323,310461946
26879499568,310464236
26859699196,310466662
08855896770,310469416
06816694556,310471127
23924898364,310471941
09876398149,310473022
23906899558,310474282
20897499062,310474428
15846296767,310476390
20844398132,310476684
05906198764,310481424
28906297193,310481513
01913249948,310481629
11846895509,310481637
03857299964,310484741
07825696991,310484881
47887800320,310485500
04905898804,310486477
28909499706,310488267
19856897764,310488860
11918998863,310488909
07885197579,310489816
10876496521,310494046
10916999742,310494194
16845498559,310494542
21815698506,310494631
02896599758,310494909
08837094950,310497088
30904796901,310498467
25837499340,310498661
21818394788,310499293
11914699349,310499498
26867196179,310499560
29846698173,310500224
05867399277,310501018
19897698261,310501263
02857997517,310503649
29908797254,310503851
13876497160,310504130
15826396102,310504440
05835999337,310504645
27912949740,310505358
04865098354,310506028
15877698901,310508640
27816899112,310508748
01902949360,310508829
10902648556,310508985
30874996935,310509337
03866797152,310510335
20872548174,310510823
28825897374,310511293
14926898702,310511528
07846596989,310514098
30815098109,310514489
30834399179,310515213
26810149093,310515515
11857398337,310516244
15865898069,310517666
09894397974,310518026
10857198951,310519472
25849499044,310521698
17837595770,310522163
29887998033,310522333
17857197445,310522767
07828398096,310523364
11878098988,310523445
18846498555,310523941
21916299564,310524670
25819096549,310525022
01927099256,310525812
09817399344,310529001
19906297747,310529419
09916899863,310530689
13856297572,310531936
25885597788,310532622
30859398568,310533351
09825399701,310533424
04887997131,310533564
24876398539,310533769
26854799923,310534390
13894199142,310534544
12870099957,310534641
05866097528,310535435
05907099212,310537691
10895599560,310538728
19926798505,310538760
15912849942,310539988
04856398507,310541613
24897395904,310542067
06892549778,310542393
09887997389,310544620
03898199346,310546259
29925497701,310546895
24877097710,310547514
19924698961,310548006
25834599972,310549096
29856899231,310549452
26826295731,310551112
02817499492,310551821
21889698710,310552224
10869696396,310552305
06856098360,310552437
13856397917,310552658
23815998960,310552844
25895598057,310553883
05846495934,310553948
25826096120,310553964
01817297834,310553972
21926599183,310554197
03909998637,310554375
15875797082,310554782
04827296533,310556025
07895598326,310556416
01894499903,310557226
13876395724,310558060
26918096336,310558605
09845099739,310559059
20887096970,310559687
27926795975,310561142
10817599910,310562165
17909299926,310563919
12856399131,310563994
12897598963,310564303
08895798992,310565172
25897399450,310565342
06865798359,310565830
26897097930,310566640
01846095752,310567264
09885998892,310568708
21916197109,310569038
08815896549,310571717
29898598916,310571806
02895299939,310572179
08837098115,310572748
07837499024,310572896
07827398149,310575690
03829199172,310576239
03906698942,310577014
13846796279,310578673
20876497981,310579319
31907496972,310579815
06864996947,310580872
10905698120,310581127
02906899739,310581496
13866399160,310581836
10877399848,310582387
20876595991,310584118
07866197940,310584665
16829497607,310585173
13895397959,310585483
30884597583,310587176
20888498207,310587710
03896397310,310589071
09867397717,310589179
10857699659,310589403
03867099408,310589462
20885499520,310590398
10909798235,310590630
18897198319,310594423
12835997713,310595225
01886198376,310595365
21909297033,310595772
07907399081,310596264
31929298635,310597430
04926499551,310598100
10816097644,310598143
11859998137,310600113
01866597738,310601705
30915498988,310602019
04835598379,310602779
02855199958,310603198
19869596569,310604410
24902748837,310606170
29834898320,310607118
02875898585,310607932
05877798870,310608076
01817898552,310608645
23887498377,310609382
09916699821,310609455
12846799549,310609625
02816997790,310610372
27907498250,310610569
25908398109,310611794
18826898115,310611964
04827497520,310612936
06887298562,310613177
24855499920,310613916
01833548391,310614025
04866697170,310614270
12916496336,310614823
13833748534,310615293
45916401152,310616346
21827099330,310617040
01905898201,310618713
21844796991,310619639
06885698318,310620521
20924498545,310620564
23859697844,310621994
08817297545,310622826
20826799138,310623083
25925297138,310623466
15866398345,310623997
08905297385,310625957
12886799770,310626465
22856099745,310626627
23906498952,310626929
01845799691,310627267
27875297541,310627453
11818098504,310628891
03826199783,310630659
23924099534,310631027
10904598424,310631078
06876699735,310632139
11917099822,310632244
08916997915,310632325
02866499767,310633267
27849099472,310633585
02816199592,310634131
11909198773,310634913
10874697562,310635421
06905399924,310635677
31929899515,310637904
11928897534,310639540
16823148708,310640514
06814399514,310641820
09857696996,310642843
25929898969,310643076
31906097764,310643866
10894699715,310644048
12860199716,310644307
20817998586,310644382
13906499937,310644749
21878699405,310646202
14824898384,310650137
06926098339,310650536
08816499136,310650544
02875699760,310650633
06906199759,310650994
21886398198,310651087
21865497064,310651990
30906498320,310652660
16887499520,310654450
22897496589,310655449
12832849977,310655465
03885998959,310655864
04867396948,310657840
09919898892,310658189
01839997716,310658324
24846599122,310659355
14847798913,310660124
03870199936,310660515
11898996591,310660795
02817296737,310663662
25897396060,310664545
13835699891,310665029
15824499567,310665215
22929698081,310665398
03826395965,310666106
07855397107,310666386
16866698337,310666831
12847296354,310667005
05824695778,310667161
04928596724,310668591
07909097740,310669822
03927097132,310670634
04839399990,310671134
07886496766,310674850
12867696308,310676462
25818999111,310677132
22845398139,310677787
02815499355,310679046
15824399384,310679755
08854497139,310680249
11896399596,310680281
22815696968,310681423
03896696903,310681539
09816295111,310681555
10868197329,310681962
09856499569,310683043
30917999046,310684570
25845595979,310685399
15923149349,310685844
10865395537,310686123
11847796571,310686271
17835898490,310686794
03878674943,310687375
03866199905,310689203
06825797848,310689572
05836096330,310690236
26887798922,310690856
16916696748,310692352
16836797675,310693707
09858996977,310693901
19875799544,310694843
03826398921,310696005
26889199252,310696471
02826899347,310697869
13897797717,310698350
04867499097,310699683
27833147752,310702668
18865699332,310702773
08874899527,310702935
04810096786,310703087
13815896534,310703095
29865098977,310703532
17847499761,310704768
13876798411,310705055
23907797554,310705322
08846596594,310706078
20846696645,310709239
03824796776,310710989
01826999590,310713031
11815198974,310713228
10847498914,310713856
16844899983,310714038
25862948729,310714364
26858799855,310714399
31858796299,310715298
29896898750,310715379
07874898966,310715905
29816997524,310716278
22917396667,310719900
13836796521,310720356
18883649938,310720704
10918398142,310721891
01878399753,310722065
11865796929,310722219
20866399981,310722510
15857097103,310722618
11817398105,310722677
01918597359,310723738
03875996796,310725218
05858198803,310726036
17847397144,310726354
03906497602,310726486
17917495556,310728845
17878199111,310728977
05834896917,310729590
02878195739,310729655
01877197197,310731412
30905399922,310731749
12908099123,310731919
19912549189,310731978
18826297235,310732362
25918098065,310734098
04875196192,310734799
12913248730,310735442
31874298959,310737194
05895099319,310737283
03877498092,310737364
17843849709,310738840
30847998446,310738883
13867097982,310739243
22895895389,310740306
31874499512,310740810
08864397965,310740942
30906899007,310741647
21818397906,310742163
29863049952,310746487
11916597969,310746800
16839099715,310746959
29906296762,310747408
31879498417,310747645
04917299981,310748668
30839299865,310750018
03907199184,310750131
04918098165,310750506
08889598469,310751081
24862848345,310752363
10894597289,310752835
27885799103,310753343
28858596744,310754498
05874597556,310754927
15857799302,310755230
17868098589,310755982
18914197992,310756199
24876799991,310756423
18926199192,310757284
05906696586,310759848
31879498689,310760188
12820199403,310760765
21914997795,310762040
20838998594,310762466
09865597611,310762512
16917297596,310763071
25849797339,310763438
08816497125,310763829
13875497132,310763896
07824395874,310764299
21914898991,310764582
11858098302,310764779
09835499631,310765600
17845798389,310765821
22926598752,310766291
12907396191,310766615
03847597169,310769096
21881699599,310769231
02885396146,310769584
14849098358,310769738
23895599700,310770086
25904399313,310770906
20865796375,310770957
17929498569,310771325
23924997753,310771376
14906697492,310771422
05882949550,310772216
12897199945,310772577
28924897718,310772666
08845995908,310772720
24896898341,310773409
09865495932,310775339
07866995553,310776149
28885598589,310776211
05887998398,310777188
07865296988,310778710
06896699472,310779156
15848299518,310779768
16906598748,310780235
06884797274,310780952
01905597708,310781983
05836198443,310785059
25824995500,310785350
21813449126,310786144
08883749120,310786322
28817097121,310786918
24896699527,310786950
08819899356,310787981
02847896550,310788856
01856997479,310790281
18846997756,310790702
02846995326,310791725
28866299953,310791822
17848198943,310793310
18826999787,310793361
07857498997,310793531
03876399937,310794376
08887199737,310794554
13844995975,310797545
06905597793,310797677
03856897698,310799025
19877097997,310799157
08837298661,310800147
22929499348,310800414
05927996385,310801801
04897298746,310803219
03865599365,310803235
23857999428,310803324
15857399762,310804096
51916200513,310805807
24835798352,310807613
07868999521,310809705
27867196027,310812935
27816596527,310813451
28834298971,310814075
08815599552,310815047
18827197919,310816086
25925198334,310816361
26923248586,310816620
10827098103,310816698
15905899527,310816906
10874497792,310818151
02898996983,310818542
16924599999,310818666
09877296730,310820210
05816396656,310822477
29836196773,310823252
30854999164,310824798
07895797302,310825387
06826397479,310825409
14897199085,310826510
15916298584,310827177
14824797731,310828408
15877696577,310828521
23923347372,310828998
14919098598,310829188
25907498525,310830119
08886399155,310830429
11856395938,310831301
21928198615,310833444
31817199170,310833770
10875399972,310834378
27896095345,310834475
27845199723,310834807
04826199984,310835374
16876198170,310835587
12925197996,310835803
27877095474,310836354
11866596591,310836400
11877198547,310837814
13905598389,310839159
01914999320,310839191
22849099144,310839388
17848299677,310839582
16829299171,310840955
23886498187,310841781
26875798390,310843318
06866297175,310844365
02926399139,310844519
25864398793,310845698
17854599445,310846171
18914699726,310846821
16906098168,310847178
08845995312,310847860
13866699113,310849243
03928197777,310849944
27845096746,310851337
06817098914,310851612
26914299321,310853275
20896396723,310856118
11869999506,310858153
20925796949,310858218
