"tossn","fromssn","resourceid","instanceid"
"42865800309","17850699968",app_brg_enkeltpersonforetak-react,urn:altinn:instance-id:50875515/d221ed8c-1736-4388-8f17-9604b9a28bcf
"29921548832","23916295359",app_brg_enkeltpersonforetak-react,urn:altinn:instance-id:50774688/54e71485-91c6-45f2-acb9-5bc56b30d368
"13872747197","24915797446",app_brg_enkeltpersonforetak-react,urn:altinn:instance-id:50669458/7eb75e01-2c62-4572-97cb-0066939bd197
"21815497357","24915797446",app_brg_enkeltpersonforetak-react,urn:altinn:instance-id:50669458/7eb75e01-2c62-4572-97cb-0066939bd197
"26878099485","24915797446",app_brg_enkeltpersonforetak-react,urn:altinn:instance-id:50669458/7eb75e01-2c62-4572-97cb-0066939bd197
"47910075159","03829299355",app_slv_grossisttillatelse,urn:altinn:instance-id:50676941/3d5809c6-d334-4172-9c99-3fa54b89e93a
"09876298713","09876298713",app_ttd_signering-brukerstyrt,urn:altinn:instance-id:51136460/9de246b8-e3e1-4668-b87e-2f483f882ceb
"09876298713","09876298713",app_ttd_signering-brukerstyrt,urn:altinn:instance-id:51136460/ca2d5a8b-e063-4e7f-b494-82c9116e1b53
"09876298713","09876298713",app_ttd_signering-brukerstyrt,urn:altinn:instance-id:51136460/e3037f21-c6de-45d1-a180-9cb4c557ea3c
"09876298713","09876298713",app_ttd_signering-brukerstyrt,urn:altinn:instance-id:51136460/cb485b03-12ac-4312-8907-365b59ae4729
"09876298713","09876298713",app_ttd_signering-brukerstyrt,urn:altinn:instance-id:51136460/81ad1adc-11f9-4bae-8ba2-ba34da1b4fdd
"09876298713","09876298713",app_ttd_signering-brukerstyrt,urn:altinn:instance-id:51136460/e79e03fc-457b-42db-ab87-9dce96f263e3
"09876298713","09876298713",app_ttd_signering-brukerstyrt,urn:altinn:instance-id:51136460/d9ebe523-f7e0-45d2-a0fb-4650344691e1
"09876298713","09876298713",app_ttd_signering-brukerstyrt,urn:altinn:instance-id:51136460/512122e5-5241-465e-9ef8-876499eb8f61
"09876298713","09876298713",app_ttd_signering-brukerstyrt,urn:altinn:instance-id:51136460/492b016f-570a-4137-8f4b-baf0753cded9
"09876298713","09876298713",app_ttd_signering-brukerstyrt,urn:altinn:instance-id:51136460/ba9bdb20-dbc8-4ad5-a9e3-88fdc714b46a
"09876298713","09876298713",app_ttd_signering-brukerstyrt,urn:altinn:instance-id:51136460/0b6d97fe-27fc-4821-8b8c-37db370d5c0c
"09876298713","09876298713",app_ttd_signering-brukerstyrt,urn:altinn:instance-id:51136460/a02edf34-8fae-4e7e-9649-256d43078bd2
"09876298713","09876298713",app_ttd_signering-brukerstyrt,urn:altinn:instance-id:51136460/d1c9d497-2f01-45f3-b07c-d1419194d15d
