orgNo,partyId,orgUuid,orgType,role,userId,userPartyUuid,userPid
314153421,51557706,638866f0-f927-44b9-bbf6-f2ccd719af37,ENK,innehaver,21061257,e7f18387-6eb5-484f-85c0-99e42de7e919,25919497001
213764292,51154301,9ad06800-2cfd-4cce-a0d2-d6dc3f633cea,ENK,innehaver,20110495,14189c1c-5f7b-4bc5-9723-4c47af3d777a,23855099756
313219682,51492804,c01b6979-6bc3-4aba-9109-42f499a0621d,ENK,innehaver,20469879,643b93fd-d07e-419f-803f-0dc91172e107,30887297858
310191841,51202627,0b183d71-9efc-4b5a-8524-59173c8fdd69,ENK,innehaver,21031400,e153fc0e-a028-451f-9cc5-8e108857c39f,21847796380
313179060,51128872,703d6802-076b-46b0-b472-76f42284166c,ENK,innehaver,20080294,0d592f60-0eab-4597-b873-9633d53fd4b1,20909199418
312638940,51452003,ca284807-ecb0-452c-8ce0-eea29e65ffc4,ENK,innehaver,20829252,aa5f34e1-3f91-445e-a337-792a30922a8e,19887299768
312549611,51445653,a07cd6e8-b00d-44db-8b13-f929dfd7057d,ENK,innehaver,20669132,964bcd3b-b3d9-47a2-84ee-c9d3748fd615,25829099171
310617776,51240764,1ddf8ab3-8e43-40cb-b5d6-ae71ce62315a,ENK,innehaver,20948123,cecc7d10-5bc3-42cd-a593-2f081935c2c2,27877298553
312157829,51411500,fcd474b8-87d7-4adf-bfa2-84e2c7e91f7a,ENK,innehaver,21167623,ffb836ce-c7d1-40a9-8d66-ea983d2ca900,15818997806
210306552,51113143,caf9f766-3c4c-4fcc-8677-e987252c19d1,ENK,innehaver,21112945,f37efb2c-2ad2-48ba-8714-5da9edf2a263,30868998292
313780651,51380870,374d91bd-0ae1-495e-a9d5-c832c10877fd,ENK,innehaver,20742381,a05eca65-c2cb-4f41-b78d-04ca61ab0ddd,02887096735
312496372,51341280,43285d6d-131a-4447-9315-84a1016f9a9e,ENK,innehaver,20813604,b39ed84b-5245-4489-af3e-bc5ccf3ccaa5,14849297334
310179248,51201485,e3dea2ab-0a69-4b4b-8a65-916c0aa60de3,ENK,innehaver,20038793,0418333d-3e33-425d-877b-0345dc803530,24866098596
210687602,51117442,5e079592-2aa3-4591-a0d3-d4246b15406f,ENK,innehaver,20854795,b9f7a7d1-c69d-4a6a-bc02-608b5879f20f,06926498817
312442205,51383347,26ca4aa1-2fb8-4353-8892-e2b857d07e4f,ENK,innehaver,20789273,b0f87598-40a8-4367-9353-982a46586dec,22817797052
313515745,51513372,e4730543-497c-414c-9d44-56e80ac8638e,ENK,innehaver,20322281,435256bd-a7df-469e-98ae-bfc9babf1fab,26927299991
310191280,51202579,2450f84a-1d25-4827-9153-c3b28f33d8f0,ENK,innehaver,20246776,326eabe9-f2de-4b76-9222-cc26927a53ad,12877197792
