orgNo,orgPartyId,orgPartyUuid,orgType,role,userId,userPartyUuid,userPid
312993163,51601355,1252e2a3-4c05-4bf8-80bc-cf64b44279ee,AS,dagligleder,21176203,f63ca8f9-d009-47cf-8215-f521441d9ef8,06842647728
314036484,51520078,d92896c2-8483-41fb-bdf3-7d717ce74f20,AS,dagligleder,20672680,8b97f958-5497-4d3b-b400-167a0729ac96,14899499760
312435276,51458085,346db671-7dde-4ed4-a7ee-8aba1d7ccdcb,AS,dagligleder,21175779,f624b46b-e3d8-4a1b-958e-3f42a0874b77,14896397592
310999776,51399573,d325557a-18c9-4343-a108-a971a3ab2907,AS,dagligleder,21032230,d79ab5c4-61dc-49f2-99ac-97dfcb19a542,27908898090
311178652,51415381,8ea6ef9e-cc9b-4bc6-a8b5-0e3c36cce665,AS,dagligleder,20530860,6d95466b-f280-4d80-8dce-9e08a210f8c0,05856996540
210463372,51240748,6eeb25a7-a479-48d0-a5ee-3797fdf31fc8,AS,dagligleder,20881314,b7c3fac0-e642-4d1f-b887-003202c36076,49896701729
311710826,51485560,60126b3b-83e9-4e03-9921-9c3db19d7921,AS,dagligleder,20196982,26ead776-6ec5-4a44-a998-68736649add3,03817098079
313036251,51604358,3ef71114-faed-4615-ba42-bad01eee19b0,AS,dagligleder,20396358,5115ad88-7e2c-405a-821e-dc75f9db8849,02858496767
310711071,51374160,dcc5771b-de05-43eb-bd3e-129140897490,AS,dagligleder,21022016,d56f00cb-09e4-443d-a088-b9d60540d5d7,09826496875
314215362,51454823,2f9e088f-4126-480a-b862-c15a39db83cf,AS,dagligleder,20047219,0726e623-e77c-43b3-9a8f-be874834856a,15929899358
312783916,51424991,6fcf7246-cd66-4085-9f57-90f5ca9860e5,AS,dagligleder,20552358,722c6108-0627-4ffe-b33b-bcd5d22b7c17,08898699588
313804577,51474513,46045360-2b10-4f94-bf90-fc8bf48cac4e,AS,dagligleder,20890074,b99ffb36-ef0f-40aa-a2d7-cee0b8d42629,28926699824
313475670,51430708,c031f887-4ac4-4508-93eb-b9c3d3cce661,AS,dagligleder,20788081,a41c8247-d531-4412-8a5f-8a88231e3717,12876397372
313995186,51670750,49ec9e25-503c-4425-aba3-132382626788,AS,dagligleder,21074187,e0839227-bd96-4135-b1fb-73a98d1ed055,10827699689
312622467,51575350,ff29d8bd-b343-445f-a467-0f979eaa8c1a,AS,dagligleder,21047694,dadd7165-c8c2-4033-95d2-d2becbe4ba27,14837295468
311138235,51411827,3d26f637-adff-4847-bbaf-b60b3f0e7b5b,AS,dagligleder,20064077,0ab323c3-12ef-4f16-b50f-1c7ddebcc098,06905798942
310433640,51349607,43047a0d-5e8c-404a-bab2-b1ed8645a564,AS,dagligleder,20166913,2090fca0-5d9f-4df3-8594-420aae945d8e,11885195948
313600335,51643464,9d806acc-2da2-406d-b79f-c1431db0e19a,AS,dagligleder,21103540,e6c9274e-775f-4699-9aa6-191b8134e9e0,04925799314
310477664,51353505,e9b08ea1-dd82-4fc5-a5fa-2c5b7afc0410,AS,dagligleder,20677920,8cbaf761-32c8-404b-b28c-45490b2445ff,04833049955
312777061,51586145,13b80dd4-4490-48d8-b6c4-3c093c6c9e97,AS,dagligleder,20785082,a376fb63-78d2-47b8-843e-0c22a6720af7,29849199461
313475751,51634848,c80b8223-bb77-45fa-b92e-1f6bbec2a273,AS,dagligleder,20285966,39b85e13-d3fd-4787-a87d-01ea88d0c0ac,26899497294
313603156,51494684,74288464-1023-47ff-a346-6e7670440124,AS,dagligleder,20780150,a26ca0c6-0f5a-45b3-a651-a3f936b6ead2,22857998352
311125524,51410708,da430d32-67d2-44a7-b01c-2c22315e7237,AS,dagligleder,20602958,7cdef0bb-b4cb-40a4-8631-85812270dc21,19875996943
312245701,51253254,e5bea297-c45c-4e6e-84cd-ea0ab2199735,AS,dagligleder,20117919,161e3478-def8-4db9-bd13-1587196bfe4f,18825298939
213981102,51239003,0d86f71e-3c1f-4f0d-a5d7-51da866c2eb9,AS,dagligleder,21176213,f63dd96b-9477-440a-a2a5-b86897673fe6,20875599128
313145751,51478721,ec78c004-079c-4c05-a7e4-d0a3a76a4fdb,AS,dagligleder,20782405,a2e2d8dd-6a99-4605-b466-36aa1f7bfdf1,09824098503
312604620,51574105,3f89b0dc-0359-4a10-8e21-45db091caddf,AS,dagligleder,21183272,f7b5c255-09ad-4665-80c2-82a7e07661ac,26908799339
312481944,51565494,39d64330-0575-4d32-b6f9-b353dd5864b3,AS,dagligleder,21047750,dae07bee-9921-4dc0-82e5-cf38b7e11bb0,27826797342
210780602,51244197,e389093f-397d-43e1-9bbe-84ca14f482df,AS,dagligleder,21092250,e46891fb-0165-407f-b461-9e93a78f29d0,17886898207
313464806,51429266,e4198785-e98d-4ea0-9138-485a1015efce,AS,dagligleder,21055375,dc832520-4882-4740-bb89-bbb84f1f0b74,05898296379
314259122,51273965,dc7c49b5-6ba4-4416-88db-d172bca81f77,AS,dagligleder,21027211,d689bd1c-887d-4970-82aa-44788a00e0fb,20908698771
313236900,51472827,f36bf4f8-cabc-41c9-becd-48bad0941228,AS,dagligleder,20506684,5f9e59d2-b395-425e-987f-bdf26d23099d,29819497433
210802312,51244430,1bb61145-011a-4f0e-bfa1-54abb2366786,AS,dagligleder,20561095,7401c6fd-3536-4dfe-bb2d-f0eb1e384732,04857498556
312993872,51601413,8d6255d1-6768-4bad-9b74-3feb481258e4,AS,dagligleder,20946621,c58f1e61-f5e6-4ad4-a351-35693b4e610c,09813448979
312689480,51579995,81ebb9c3-dd28-4ccb-89e8-d950f996ecf6,AS,dagligleder,20069374,0bd89487-3f98-4670-9e45-a2445f7785b0,10837299786
312982056,51600578,77cc4c8a-9a40-4f13-ab93-a4fd84ee9e33,AS,dagligleder,20836189,ae501ef9-474a-4088-97c8-297c5e027b63,18854099732
311721240,51252556,6178c2fb-d5e5-4337-be36-2150e2e0ee8f,AS,dagligleder,20544290,7077c9a3-edee-400a-875d-41fa9f2ca9b8,16896899566
310418498,51348261,d23e8e2e-8a7c-4d3c-909c-aade7e7eb093,AS,dagligleder,20858460,b2f7871e-304e-45d5-a64d-5ffc65df553d,28915196340
313679551,51304536,372a6aca-0e13-4465-b61c-ab550c6777e0,AS,dagligleder,20078110,0db1c2d6-1bb3-4209-8e10-6e8716e4ce0f,26906498374
313863212,51661612,91c2fffd-c955-43a3-ab18-fa59ac133f0d,AS,dagligleder,20659398,88c86116-59be-42a3-b072-36d561972a74,19815099144
312444585,51562930,71940f97-127b-48cc-88b9-8e9c931c8a70,AS,dagligleder,20802742,a736c0db-05b7-4827-b12d-33ca18af59ef,10826097715
310824399,51384137,d8f94865-0572-4f39-9af0-35eb13e3827d,AS,dagligleder,21139581,ee6fcdc1-d0e4-421f-ab39-0be691e4f6f6,12927296908
311120581,51410272,c286d645-e346-4a23-91d3-5f7df4347719,AS,dagligleder,20532037,6dd44643-7d7d-4b86-8f44-27a2f91e6936,26898196843
312632624,51576056,7d39ce86-cb3d-483d-a836-155395434561,AS,dagligleder,20037434,05147972-05be-40fd-b9c5-aa3aeaa0da05,27897698345
312497409,51566575,968ac786-a25c-4931-a344-91a688de054f,AS,dagligleder,20274829,3752de27-3705-488c-b114-e44f711d53ce,07812648319
311072838,51406057,6a281445-584e-432c-af26-5c9bad40e582,AS,dagligleder,20585359,79207e04-f05c-413d-a4d1-af8530be2bfd,14895599507
313745678,51653515,bffe32f6-203b-4bdb-aea7-33bc52637cb4,AS,dagligleder,20733549,98901b33-9e8a-4295-aec7-78fc96b558f5,26814795941
312798433,51587624,60e84c57-03c4-4495-9100-f7ca00ecbeba,AS,dagligleder,20477957,641c3c36-3bdc-4bbc-8707-d95f3a970e9a,01882547953
312584832,51572721,87ddeda6-2a96-4f0f-814d-d1ce595147d4,AS,dagligleder,21087068,e34b2518-d22c-48a2-b332-a64251db5011,08925199193
313484963,51635477,f1cce035-e313-4559-9795-f45796988640,AS,dagligleder,20978392,cc3d8c8f-45d3-4efc-bcf4-7ec1ed767f47,21887397675
310468045,51352666,1ecb75f2-e94b-4633-95cd-adccd1d3856b,AS,dagligleder,20697784,90fb05f0-52f7-4162-9247-6f8a9c512195,19885196724
312773724,51585917,faa099e2-4255-494f-aabe-a971b5b115c1,AS,dagligleder,20075779,0d318a5f-74b9-4de1-a3b2-9b72ab314805,24849497185
314094948,51677622,8dda07a0-d135-4a68-8250-3c4b951e55c7,AS,dagligleder,20559382,73a828c9-db64-425c-9278-0d2f09244427,22855197565
311780115,51464028,f834fb05-6aa7-4dfe-b92e-3cad10efb771,AS,dagligleder,20607681,7de05e30-98d7-43df-a216-11328b99a58c,22848398628
310823465,51384057,762bcf4b-a40b-4d49-b643-4faa26c9f2ca,AS,dagligleder,20802191,a71b5b1f-68fd-4ef7-b6ca-716d0b670a55,16906399761
310847925,51386176,154606a0-82c7-498f-ba89-fc8256aa95ed,AS,dagligleder,20760949,9e593268-4494-47c8-88a6-92f704d17f9d,26857996398
313755339,51654170,16bd0cff-1ce8-4d90-a6f2-727fcba56fb5,AS,dagligleder,21221456,ffddf5b0-0d32-432f-8156-70964bf7ea0f,12856099189
212507172,51267837,918eada6-ed83-4a0a-9f6f-cf12f481397d,AS,dagligleder,20040150,05aa6be1-442f-494f-ab84-5938fd37d794,28867396936
310210722,51329749,96a1f548-124b-4f12-af44-29a9c193f789,AS,dagligleder,20332664,4398169d-4c7d-4f99-bedb-d02b0dfc5144,31837796361
214206072,51284054,14bf9b66-af37-4a34-8f0c-b370185180ec,AS,dagligleder,20711457,93e379f4-8006-4d5d-a812-555748530c1c,12827297168
312244462,51542471,d8c516a6-e7fa-4455-85d7-57d7ed519cc5,AS,dagligleder,20345599,465bf12d-90d2-4dbb-a519-5b475814d895,20876498341
313762327,51654641,14110520-dd17-4622-9f64-197775a7076a,AS,dagligleder,20907506,bd50fc0c-52fe-46d1-9a49-6c83cf32d003,13845895397
310021040,51312709,cd77f234-0182-4830-bded-659cd3cd5a50,AS,dagligleder,20975729,cbaedd9b-946c-4e3b-8a08-241ccdbdf39e,12856297533
313665429,51647979,6b459123-5660-4c05-93ea-bbbd66242bfb,AS,dagligleder,20726465,97108893-ec32-4ce8-9c4a-e863d0c043aa,05875697929
311186892,51416105,728f2898-1fef-4e26-9591-de7f8f919d87,AS,dagligleder,20743176,9a949368-9c6e-4df2-92a5-127d90b64a9f,28917999572
212766992,51263199,b01ed45c-9e90-42a4-810e-73277d0ce70a,AS,dagligleder,20175320,2252a5c3-996b-4e85-be8a-d8646acd4b85,19879097358
313380785,51628264,db969385-3ea8-4cf6-9f5b-272a829e1e86,AS,dagligleder,21102621,e6986901-497e-445f-bddb-950d6418109a,19916398703
313297934,51435688,48b375fe-5116-480c-ad58-733ff06c254d,AS,dagligleder,20782651,a2f08e04-2579-4c0f-ba43-c27f571a5561,11897597979
313362930,51306199,57606d2b-0a48-4b9d-a3ae-f119bab0bc23,AS,dagligleder,20645272,85d00e06-26f1-4cc7-bc16-c1212e004d0d,21838098131
312904195,51594948,515aa536-d9d1-43a2-ae87-8fd5772e8a45,AS,dagligleder,20455481,5d9dd0bd-fd3c-414d-ade2-00e763f3610a,28878598492
314128095,51679927,b899fcc4-9263-4628-85cf-e5728bccf395,AS,dagligleder,20024340,025a495c-5a5a-43d1-a6ab-a7cb5a33b19e,24878398838
314223055,51422287,24bb8c11-f071-4ab9-ab3b-d859fc7a1348,AS,dagligleder,21114244,e911590b-08c1-4b27-91f0-1a866e4ebd97,11916996987
312280981,51297755,02cfe83a-05c8-4840-990b-4dc07f1c7c04,AS,dagligleder,20475142,6382eb3a-484f-46aa-9181-4a9e4ce4d505,26900299590
313700836,51650405,7ca92cf6-d440-418e-862e-86344e3b8369,AS,dagligleder,20237162,2f549a94-3a2d-427d-bd63-7b76772662fd,14816598479
310888702,51389781,8cd668dd-009a-47f8-8034-e26f08ddb754,AS,dagligleder,21094332,e4da11d3-e56f-4bc7-9767-07bda8bcf17d,03865299302
210363122,51239610,8e1e7cc6-b4f2-4ea8-89f0-efd64534c0f1,AS,dagligleder,20076875,0d6ce6cb-f9d1-4ee4-bab6-9245055864c7,31816099393
312918412,51595951,73f85f9a-655a-4b22-a112-b422cd0eb81d,AS,dagligleder,20574706,76dd8586-354f-4a44-a56e-7bf55898a37b,21816798555
310624500,51366511,beee549f-f149-49d8-be3a-c370e1b0467b,AS,dagligleder,21184789,f80d6600-4d5c-4032-8f50-0a3669ae8cb3,15816096402
211148292,51247991,f6b0b2f3-05fe-4ebf-9bc6-0c2d0938b89e,AS,dagligleder,20576146,772fe24f-de8e-4ce5-9da6-1d7c8570f9d1,10915699680
310914606,51392069,d67b66e4-948b-42de-ba64-6e19745e511a,AS,dagligleder,20921318,c03a381d-aa7c-4a74-a193-a5ef2a2e4e3e,28887398846
313890740,51663510,24155456-dc32-45d5-9efa-dd65a566cbe7,AS,dagligleder,20744092,9ac67945-a716-4d21-9ae9-c09d06e4f2d0,06866699907
214210592,51284104,b7f62678-95db-4d7e-bee4-000e15307807,AS,dagligleder,20023721,023778b0-9cf5-4762-bbb1-0ba9089227f6,17858599024
313638928,51417044,3507e8f6-8666-4534-9d31-3553260edd6d,AS,dagligleder,20604295,7d23add0-8628-4437-9f4f-f027de797d4f,04885299755
313799190,51657172,0fdabdb6-b721-45b5-9f43-3f6c134f79ee,AS,dagligleder,20923902,c0c83824-69dc-4de6-a977-ee93bfb1753b,18888299161
310397822,51346428,4c8cb2b6-bd0a-4337-b12a-e92efb54fce4,AS,dagligleder,20099374,122d5750-43d3-4177-bf7c-ee82b37e00ad,18866599188
312454696,51563629,b3662acb-1aae-407a-8bd7-11bb3f7bf5a2,AS,dagligleder,20793737,a5515ce1-0618-458b-b118-863d8f086fb6,07836696314
313345416,51625859,0018e0b5-3a3a-4335-89c1-0f0ede709b47,ENK,innehaver,21047796,dae35899-03e4-4bd7-95bc-d012395339fd,24867296626
313490475,51635852,6a58a1d0-33a2-4213-ad79-220a9c6e0caa,ENK,innehaver,20986849,ce06590d-7653-4f0a-92ea-3a99c2f0635e,18849899569
312660091,51577974,0399e415-9bf8-4f8f-8887-695ae6b38f71,ENK,innehaver,20055863,08f90f97-aed3-473c-946b-3c1adcf2a776,16846799676
314153421,51681664,b07be3f6-1dd9-4558-954b-ef5280c81398,ENK,innehaver,20596341,7b79e793-7fef-4d10-b980-1546096c3700,25919497001
213764292,51279890,2d49710d-2998-465b-95d7-6d5c46f0bd38,ENK,innehaver,20146429,1c31a243-ebb1-4b6f-a499-5ce285a25898,23855099756
313219682,51617185,24e9b29f-071d-4701-8477-8c5d97ec2e9d,ENK,innehaver,21038796,d8fa4532-d2c3-480e-aae7-64256c907b47,30887297858
310191841,51328068,c711bd89-12e5-47a6-9bf6-f8f2ad966ead,ENK,innehaver,20169367,21125a0e-5b3c-4845-86d3-fe678eb92e50,21847796380
313179060,51254575,91abc876-c5e3-48c3-94a3-9c3da55ec30e,ENK,innehaver,20294368,3b756aa8-7ab1-40bd-8023-bec630ebcf9e,20909199418
312638940,51576492,a796eb94-e644-4a4e-9722-aa9bd5fbd593,ENK,innehaver,20548780,716b6c12-4d63-4881-8311-a907ab3f2382,19887299768
312549611,51570206,21821245-af49-42c8-8740-d02d1fbd3d0b,ENK,innehaver,20930793,c2393a7e-08b1-425f-9e42-b7530605aa4d,25829099171
310617776,51365908,f7849d4b-9271-4e1e-9b3f-a7a34e734109,ENK,innehaver,20452228,5ceb044e-ab45-4781-a6f7-60722104389e,27877298553
312157829,51536206,7588db19-9e4d-454a-9b92-7656ff3a6987,ENK,innehaver,20559195,739dcf5b-a8fc-4ac0-baf0-43afd76b5bcc,15818997806
210306552,51238935,31b687ed-f40e-43d5-b851-eab6bd5a542a,ENK,innehaver,21185976,f8515fde-4d8b-4f8b-bd03-49a235bb762a,30868998292
313780651,51505547,8537c40a-cede-43e3-971d-80751e9aaf5c,ENK,innehaver,20741578,9a3e727b-b3e2-4027-9cd8-ea977597d0bd,02887096735
312496372,51466052,cd0044c1-a442-4c73-932f-034a24eb47bd,ENK,innehaver,20452444,5cf6f2e1-98a6-43c6-aa1d-094c7188cb34,14849297334
310179248,51326931,488621a0-2cde-47a2-af28-31322c2ea8a0,ENK,innehaver,20818740,aa9d8f01-90fa-471e-8041-c0f97cd8b846,24866098596
210687602,51243199,5c2f2376-aa7c-4a9a-8365-bc438c5c1470,ENK,innehaver,20136005,19f73ced-c2b5-4a5e-95c5-213aa87a70f7,06926498817
312442205,51508060,3436a2d3-24d7-430f-b417-58b35808f32a,ENK,innehaver,20303104,3d4c2642-b385-4b71-b21e-1565a3fa7f2a,22817797052
313515745,51637618,cf12674f-28bb-4293-984f-49f0815130db,ENK,innehaver,20521295,6b8d3aeb-af39-41a3-858f-40b2c18807eb,26927299991
310191280,51328018,a6691f11-dd62-419a-8fca-ecbe7ee18dd9,ENK,innehaver,21200840,fb7bc378-7427-4b44-81de-5c207db34ee3,12877197792
213099302,51273574,8bfeaa4f-6ae1-487d-84b0-61ea4f177135,ENK,innehaver,20510579,60282946-4348-47ed-b187-f4b5987ced0b,01928597934
313689131,51649602,0f4e14e3-7fc3-47cd-9e55-d7b6b3ff26ea,ENK,innehaver,20888962,b962de4f-807d-4e53-826f-129763e69b05,05846499875
213144472,51274007,4ff483f2-5c0b-408c-96ac-cca57f68d23f,ENK,innehaver,21150199,f0a9ceb7-84b7-4907-92f9-ac93fb10ae83,18837498321
310181501,51327137,4434fa4b-3c40-455b-a70a-786d74fb07af,ENK,innehaver,20418137,55af7129-ca3e-445e-9da7-89a740d7fd58,14887097225
312893290,51438084,f774b725-b3e6-413f-84e8-82cfe1d91753,ENK,innehaver,20244182,30cd85ef-6ffd-4822-b452-64d49e0a726c,07858298045
310911607,51250584,2d9a6b34-2319-41ea-ba8d-2f4d5d8febc9,ENK,innehaver,20052463,0840cdf2-84c2-4c97-9eb5-4f0faf6a59be,11918694546
313800229,51657249,ed625fa4-1736-440d-8e58-cf0208c58e4c,ENK,innehaver,20152066,1d64c2c2-2ae8-4cb4-b5fc-df0db361b88b,14875099532
213712152,51279416,bef9235a-5e2e-4205-886f-6be7c9e085d1,ENK,innehaver,21201417,fb9bc8e8-aa6a-485f-be4b-981bee45735b,26916796497
313737179,51652933,258ddc91-e097-4910-8c2f-62547897cf18,ENK,innehaver,20056496,091865c4-19de-4815-ad6c-72f84cae7759,02833948213
210451072,51240600,5ae0319e-f69b-46f7-95a3-1f53d7f56e29,ENK,innehaver,20881917,b7e5292f-767d-407c-ae59-0bef38f39de8,24925597747
313702774,51650543,4297a611-555e-4d4a-a9e3-948a3e3d259f,ENK,innehaver,20270207,3653997c-cd0a-4753-ab31-3cd87c74180e,29925899362
312524015,51260054,ef2322d0-bffb-42c5-94ff-f4bc37995de2,ENK,innehaver,20186215,24a33339-b8ca-4d25-9508-6d2d09cad5db,02906897566
311042718,51403389,8eaa4416-ecb3-453e-8aee-9d22bbe06406,ENK,innehaver,21030954,d7563c60-1849-4b12-aace-afdae57b2cb6,46918301046
213849662,51280714,6d280c34-8b22-41e3-a871-39dd59519a67,ENK,innehaver,20587190,79880f8b-c7e2-4e73-b66f-dfb6d47a4ae1,01826696229
312830418,51589840,18295dcc-0b6e-4f31-9d4e-e533fb2d86e0,ENK,innehaver,21063503,de42d200-fcb4-438c-a890-d54f97a42260,21857899439
310226866,51331185,91411811-4567-441c-b0f8-cfc802867d4d,ENK,innehaver,20037109,0504a415-d380-4742-aec0-04d3ffbf4953,02846899408
310476013,51353361,e67c43c5-2e78-4dfa-b306-3a426df19e42,ENK,innehaver,20184002,242c6582-d04e-4a3f-a1ca-088651fe1358,30888397392
310947792,51394990,1a3ef1e0-db9b-4e24-9927-e47405b6ac19,ENK,innehaver,20617157,7fdf81b9-cda3-4acf-ac81-a4bdd8bdd69a,29890149535
312733986,51583101,712c492d-5d57-4eac-ac61-e29aba72a1eb,ENK,innehaver,20801255,a6eb23b5-73a7-4176-86fe-5d9eae3247f8,25895698663
313064220,51606311,56bc3e05-922f-4dca-9b82-e1e8271a0c03,ENK,innehaver,20711327,93db80c1-01b7-44d7-9dd9-01e81da169c7,05924199662
310362832,51343323,7f691cb0-4730-455e-bfdb-ce9b8f14db2c,ENK,innehaver,20439204,5a23f0d3-afc8-4921-8690-20ad7af3164e,11815599065
311717383,51486069,7f54422d-ad88-418a-baf7-bc1b678736f8,ENK,innehaver,20622822,8113b312-d7a8-4c6a-bda1-3b667b9087eb,15814199190
312720256,51529986,7e571f27-4e04-4a54-b248-72364cde891e,ENK,innehaver,20129808,18a06bc8-5f4b-4fbe-975b-299b72972278,01875296600
312662531,51578135,7ce0a121-ed78-4f29-99cb-94eeed8a5425,ENK,innehaver,20071005,0c2cca70-53da-4a69-8d2b-e18b407ffdb4,28848796524
213299522,51275478,c2a38939-2867-4dc7-8867-796179e3756a,ENK,innehaver,21052267,dbd9b64b-88ad-4db2-a538-6a293e64b60c,05888499387
210223282,51238002,892308e3-10fd-4560-a2d2-66eb0daf6a91,ENK,innehaver,20207460,2917ea03-12af-4a91-ad87-ea526bc30f64,14890097570
313679071,51648914,281ea011-3a63-47b5-8ccb-913c6e1a5af0,ENK,innehaver,20142986,1b7215f1-651a-4a1c-a718-5974ef37afe7,23905497464
314140508,51680767,1c718a6e-d9fe-4ee6-b5ac-aaecd7d3ec01,ENK,innehaver,20504992,5f47c24b-c211-45ec-a76e-1cbad22cf795,20905899350
312905183,51595020,4abec65c-e2e5-4ec6-9d91-fb444ae788f4,ENK,innehaver,20421456,56625782-407c-49e3-bf06-6dd315cd5245,30899496880
313867161,51661884,bec3d906-b1ac-4a3b-814a-4d99d1ae94f2,ENK,innehaver,20345544,46599717-b6a0-4e93-a511-31cbc19927d2,11867498852
313280101,51621347,fbcdb2ba-3b7b-4c90-a61f-b3ba4ec7beda,ENK,innehaver,20264913,3530cdb1-f043-4008-87b7-83db7c6ceb8b,22818798117
310532088,51358367,739c7f1d-da54-429a-b43f-2a5bcaffbcb5,ENK,innehaver,20340210,45339d02-52d0-436a-b05c-67495eb4de70,11866699307
314292162,51235817,499cafb1-b01e-4f9e-b678-167e5519a180,ENK,innehaver,20912215,be4c749f-abc2-44d2-93d2-18552ccf9301,11818098857
212739472,51270119,3d9050a3-972d-4963-a699-236576249a1b,ENK,innehaver,20662597,8977671c-598c-4b78-8625-5f5c68d49d80,04908898031
211058692,51247079,edda53b9-8e0b-4a60-95c6-6192492407ce,ENK,innehaver,20748846,9bc9406b-475f-4258-8b32-dcec228411eb,30894997970
313004872,51602165,c9babf12-c682-4ae7-8596-f25d1fad1bb1,ENK,innehaver,20041190,05e27378-17bc-41e5-b2c2-7e7547ff7e2b,16816397883
313767876,51655023,9d45d1ee-b130-4c1a-ad0f-00a7ccdc604b,ENK,innehaver,20272670,36dc5f01-9a59-4501-8329-f02122ab7c42,26848999392
312844486,51590807,e90e07d7-cee1-4017-ac98-3ec90485281f,ENK,innehaver,21080489,e1df5719-5f34-4bb7-a14c-591caec8de13,01817999448
313328090,51624653,d04548fd-2daa-4bcf-b07f-a6de13725fd6,ENK,innehaver,20382946,4e51445a-4480-4300-981d-ad795f4ef043,30878898857
310755036,51378015,1759fce4-1eb6-4be5-9a46-f99b2fe51f40,ENK,innehaver,20079593,0e05670f-7302-4408-9c8c-a29e43c8cef9,08884397279
311805665,51492980,a2a2cebf-13b9-41f2-9617-edf4363c1f1d,ENK,innehaver,20593731,7aedb525-e9e3-47da-9cd4-f6b58682c784,16929699789
311020838,51401449,6c917c70-6dd4-41fd-b59a-23a66995e750,ENK,innehaver,20705061,92888fec-704b-444a-bf52-e5339e38cf7c,19868398771
312905817,51595060,6c4146cd-93f8-4239-abcd-49c79b3de55c,ENK,innehaver,20274858,37545ef9-a0de-4665-a2d3-aa930b4d8611,10908199419
311154591,51413259,3f3590f2-ba62-4a91-a8c2-e57cb9edf4ce,ENK,innehaver,20388808,4f853201-c009-4898-b719-9c26f54913f9,30838999359
313771105,51655232,2fa3ef0f-a3d8-4df0-a9ee-c37646cc632a,ENK,innehaver,21173839,f5b99519-e423-4e89-8a02-1982c0e63b0c,24878899969
312676222,51579084,ad948f86-c4e7-4fe2-a837-f07a233b88b4,ENK,innehaver,20540829,6fbbca1a-be37-4a89-a488-834a5cf3e9fe,08907999379
213897772,51281167,80c8639d-a06b-4c10-8016-f17a4a36e0e0,ENK,innehaver,20726326,970a07a8-d740-4d44-b083-9d17000337e7,02816696359
312526565,51292579,ed45bcc8-74ae-451a-b3d5-2917245180bb,ENK,innehaver,20110243,147fec61-5b84-41f1-82fd-0aab81dc8662,17833348183
313651835,51647048,6bd8a535-5ea5-475c-9e15-3602b846528f,ENK,innehaver,20444285,5b37daea-7bdb-4ff1-991e-1e84bbd83809,30876799754
313335992,51625197,ba5804b0-9a44-4226-a22b-ffc91331d1cb,ENK,innehaver,21176237,f63ebbab-13c8-4b8e-b308-ede47d73f3a3,20818796723
311810413,51493351,77c54777-42f1-4792-9d9a-3e1d81aa6ce2,ENK,innehaver,20335048,441876cc-c512-4d6e-b803-3864b9298786,18909197348
312167999,51536938,1e982d07-5a3a-4c2c-8d36-98c2dbbce2ac,ENK,innehaver,20227359,2d4a0099-47c9-4e76-b673-bc15e7133706,22898198484
310983411,51398132,2db0c0b2-090a-4e8e-aa93-05a4028c3b9d,ENK,innehaver,21011471,d331f3f6-0d0c-443e-a6b2-db4011159978,20896699580
