ssn,partyUuid,lastName
06897097484,0b6568be-72c6-4ad9-9bba-f4c304ea27cb,VANNMANN
21877399939,d3c611e7-1659-42e6-b0be-c6676f7f8f30,HAUG
21817295875,72830b58-8414-4bfc-933f-f0b1344ff208,BARON
12885795992,9321c015-7cd3-4447-9929-704ee7756e8d,POSTKASSE
23926798642,259e011b-4247-41f1-b62d-b89873df60a8,GATE
09826198238,25b5ef97-e630-48b9-8c7d-209072271f67,DISTANSE
12837899093,fa46862a-31f6-4b2b-a019-d8d375053ab5,MAMMUT
12837899093,fa46862a-31f6-4b2b-a019-d8d375053ab5,MAMMUT
07846899817,0ea84117-e623-494f-ad65-b4a663faca25,VOTT
02915599667,95bcf361-3b27-46c9-889d-cef802542bcc,KENTAUR
02847898138,d823ff12-736f-4d91-9970-9ede969cbf03,FJELL
28904198333,737f879f-0539-4eb8-81b0-4cc0a5cc0cc8,BOKHANDEL
19855899909,cf947474-4526-47f9-8678-889f1c5dc385,HALS
19855899909,cf947474-4526-47f9-8678-889f1c5dc385,HALS
02916794730,a83d2a1c-4fc0-41af-8d04-5e7b57758286,HARPE
13815997772,479b2fc8-86a9-4b50-ac14-5e720325c4f2,ADMINISTRASJONSBYGNING
29887997835,a2bb7fed-e2a7-4ded-afe3-50b7791c537d,PAKT
14917596515,e3ccc8e7-040e-4f6b-827e-f640fdf33d6e,BRØKSTREK
09907099773,40def852-0bbb-4b47-b007-af2382ddb927,LØVINNE
08836598505,f0a4b1f6-4ff2-48a7-9b2d-00f58abbce81,ALDOSE
19865397308,afaca1fa-4aac-42fe-b25e-cc09a68e995a,MØLLE
26846799647,49c75b43-f510-495d-8e82-dcdcee4bfc46,LOMMEBOK
26846799647,49c75b43-f510-495d-8e82-dcdcee4bfc46,LOMMEBOK
29856597944,a978f697-7f43-458a-af8b-d2b909154795,JOURNALIST
26928497940,f4284268-5ed1-483e-9d97-93c9a39999c0,PARYKK
16858799108,893b02ae-bc63-48ae-b0f1-78d7ed03c032,GULNEBBLOM
03855998989,363d2990-9608-4e5d-9902-29713502012e,FOTNOTE
03855998989,363d2990-9608-4e5d-9902-29713502012e,FOTNOTE
21908299520,b367f4d3-7fe8-4936-98c6-fa8070d1e1cf,JAKTTERRENG
14887599573,a39858a6-6a3a-493e-8ae7-3f17f830e37e,MYNT
14887599573,a39858a6-6a3a-493e-8ae7-3f17f830e37e,MYNT
10828496366,419a9ad7-79af-4db0-a89c-e8ef6ecef9bb,BRANDE
20917894834,cbbe79c3-51a1-4a17-8e44-1fe3661741ae,LINJE
05847496594,6e734c9a-7856-4ae0-9747-34fee4eb1da8,KAKTUS
07917398520,80e6252a-6a61-4d67-a96c-50610bb4f901,FERD
19868096465,9a363ea0-0676-473d-a374-8904be20763b,FLOKK
10858098535,4c90657d-1441-477a-a21c-ab2cd234a3a0,BALSAM
06816095415,cd3d3deb-8686-425e-ac61-0d509b3aec3f,AMBASSADESEKRETÆR
06816095415,cd3d3deb-8686-425e-ac61-0d509b3aec3f,AMBASSADESEKRETÆR
13878697582,bb7045b3-97fb-4498-ba79-67a342f0b6c1,BYSSE
09855698517,b1676e33-a301-4322-a6d5-d3ab8ae4a2db,JORDSKORPE
09855698517,b1676e33-a301-4322-a6d5-d3ab8ae4a2db,JORDSKORPE
21922949716,46cc5e18-4f6e-4438-a769-897fcb3714ba,KINO
02834597821,76ae8075-abc1-4a1b-ad18-2a9f9aeee5a7,FERSKVANN
12846496791,fc78682c-0046-4265-b4ca-82601f447d7d,EKSPLOSJON
31907297996,fb493531-7c29-493b-ade2-2df76898f217,PALI
11847799376,0051f1e4-ac31-4968-b5d0-db0ce9613687,KUR
14837098301,a060ecfd-743d-4f12-9caa-eec04a2a77a9,AGURK
04815999318,e3a1eda7-78f0-4f46-8e4c-a4689f3a85cd,LEVEREGEL
06828796605,b7e071d9-5119-4be4-8505-b3b3fb037763,SJØ
22889298352,6eaad0cb-3427-421f-864d-9fad918d84d3,BUTIKK
10886696715,b2998370-4924-4bba-88a0-a61bf6cf40f2,VERANDA
10876694129,9855f8ed-45bc-415c-a6f0-64d043bbbee6,ALDOSE
09848696762,e7822741-c739-45af-b04f-e9ec60b74263,LINJAL
02817699696,6e36c39d-f575-4aef-8061-f0be310ea0f1,KAPPE
28893749324,aa7efff9-9ef3-46bd-9fac-7ca47831e651,PAPEGØYE
20875897765,5dbe6d04-01fc-42ee-a774-cf40643ff191,TOPPSKARV
07886797693,b4d20948-f791-4bdc-9f79-a6212eab4d3d,FISKEBOLLE
14929798938,5784c035-ebab-4cfa-8678-1ed0404a2e94,GARASJE
19926998547,deb6fb55-0170-432d-9439-ec88f7cfa257,MATPAKKE
01867197369,cc1e95f3-ca34-45f3-8741-0e569bd4a5a0,KARAFFEL
19862648903,289b50d1-0a61-4d5e-8116-c10c298a2d31,NAUT
06915698164,4efd41ba-4ce8-4f21-a98c-4867ffcd8ec2,FELTSENG
18817398916,9087a951-670d-4679-a235-9e1ec369422f,SKATOLL
03844099362,4185b80d-f142-42e3-bf53-8f63b8cb22d1,PIZZA
17836396847,d6058f8e-7885-41b3-80b3-024e887fbb46,ANKEL
13877097387,49080ff3-fb84-462a-b513-d1567f0c7403,ONSDAG
11855198268,5d0dfe42-b090-4441-922c-2afe3d239a22,KAHYTT
30874499583,dec2e8d0-332f-45af-8baa-a80a18878d6f,LUGG
19875397993,9b40a7b0-af1c-4791-ae76-550ca0d255cf,MENGDE
07887796828,fd8949c6-e6b0-49b4-8053-9ae7fd506caf,KLANG
04915696509,fefd656d-fd7b-402c-b8e6-31c6c6364be9,PUSEKATT
03925399573,bb843322-04ed-4412-9c02-28d0989f2aa3,BART
20820549113,5ba044b5-c273-41a5-9776-179d8d2b9c8d,KYST
07865998400,f669eb02-1d9a-45a5-ae7c-aca93e72bb79,RAMME
07865998400,f669eb02-1d9a-45a5-ae7c-aca93e72bb79,RAMME
03906797827,edc88925-9189-4b50-a0e0-83e3b6a33586,FANGE
16838096720,d6000962-99d7-4fc8-9620-ecd598b50d96,HAUK
06926198511,25e9b411-4357-4be0-b086-4cf9ea8965f4,STASJON
06926198511,25e9b411-4357-4be0-b086-4cf9ea8965f4,STASJON
12825499901,cfecb609-9614-479d-8e31-90171b4452a8,HESTEDROSJE
21831299484,4265584f-b09c-4ff0-9fb5-7231f8e5107e,MORFAR
23915398146,72940a55-a94d-4b62-9cd5-9a7cbdadc84b,GITARHALS
30926597376,b5d41281-b3d1-4a67-9eb1-eeb8d29ddc0b,POKAL
30926597376,b5d41281-b3d1-4a67-9eb1-eeb8d29ddc0b,POKAL
09916399526,375f4d3d-bee9-42d2-bcb6-f6ec48290b61,PLASMA
09916399526,375f4d3d-bee9-42d2-bcb6-f6ec48290b61,PLASMA
10855699198,c47aae61-86db-44fc-ae7a-f2ef117ed3db,ELEFANT
14846099167,c59e7f84-9500-43d3-b81b-220b45dd91ff,FORBINDELSE
13832549791,249445b8-8706-490b-a3bc-7b8b2473beed,BRANNGATE
04827499108,f07e94a1-4bb0-486f-9046-1d7407420355,KOKEPLATE
04827499108,f07e94a1-4bb0-486f-9046-1d7407420355,KOKEPLATE
26826096593,ccbab1e4-b2ed-4e55-a161-a5d8be02e9e7,NØTT
26826096593,ccbab1e4-b2ed-4e55-a161-a5d8be02e9e7,NØTT
21854399117,ce898b5e-6112-4450-882b-3c0a22a29622,ORD
21854399117,ce898b5e-6112-4450-882b-3c0a22a29622,ORD
11818898985,e7fbe09c-784e-4be4-be85-c692c5786088,FATTIGMANN
11908098562,9c42ca05-1de6-42c6-9263-c61c17f58e18,OLIVENOLJE
08898297250,8f788cab-bc90-43ba-b040-9933690bde6a,GYNGESTOL
09867799025,3fad5403-71e9-4c81-8a1f-3260cbe270b3,LITTERATUR
09867799025,3fad5403-71e9-4c81-8a1f-3260cbe270b3,LITTERATUR
17845797757,be2197d8-1904-4f0a-a762-036652096c02,GREVLING
31837498239,ef392b00-225e-41eb-a9f4-47f23752b4e8,BILLE
05837097748,35d8f205-2652-485e-a87f-7b0a716bfccc,VAFFEL
22907896580,34c4c09a-be3c-42a3-bf5e-d4caa1eb4811,MANDAG
01826098577,7e0fc7fe-5daa-4d0c-b99c-0b82821aff96,GALLUPMÅLING
03882949744,d1e9e7ad-1293-4627-be60-9837438176a3,HANDEL
19819598277,ff881136-1f84-4a6c-8f5f-52e45e6303a7,PEDAL
02906696226,ab8bce58-5e25-424c-9fa9-054a1b95a245,AMBOLT
02906696226,ab8bce58-5e25-424c-9fa9-054a1b95a245,AMBOLT
10917099540,682237c9-d089-4318-809d-0f8769afffc7,FASTE
11845598756,07fd9346-ac8f-42ef-92f1-404c357e39a0,PEDAL
03925999589,bad93a99-783f-480c-99ea-7b80655d781b,HANDLINGSROM
13895797760,816c0825-bae7-4509-aca5-8b7b85a5c629,FARTSRETNING
25878597853,30e34447-adef-4343-abc8-420a26758a69,HÅNDKREM
08876499267,b442c9ac-6c23-4779-bca3-8489b2024a34,GRØNNSISIK
09817697558,dc03d0d5-4c95-4993-a8b9-d9955af21ef6,FELTSTOL
13866398296,22a3c7a4-c411-4f1d-a361-b35e9c5ab8f4,SJØSETTING
06876995938,75579339-71ff-44c8-b119-80a919b26dfe,PAPP
06876995938,75579339-71ff-44c8-b119-80a919b26dfe,PAPP
17856898075,9eded09c-6310-4d13-aace-e995b651a949,BARK
17856898075,9eded09c-6310-4d13-aace-e995b651a949,BARK
21887299584,3b012b3b-5af4-481c-af33-1aa02869e105,KILE
06825296717,7d6b2497-82e2-496e-9555-0d60c560e9db,RØDSTRUPE
10838098636,8cd510a3-b656-41c5-bbc5-b7990c8eafed,BRØDSKIVE
11867598520,a4d0c664-8c02-48e5-a678-4e595aa44cca,FASADE
26906196815,a700de7e-7c94-44b2-9efc-78516175088c,TANGENT
17836499824,11212f3e-db43-40cb-9622-ad3ca3e97fe6,UNGE
17836499824,11212f3e-db43-40cb-9622-ad3ca3e97fe6,UNGE
12816798351,af70e497-bf52-4946-8883-7d577a93d05e,BLANKETT
19813348333,9abb257e-f3b5-4ee9-9751-f1b2ac278980,BANE
25848395245,26486dba-97f7-4898-b167-97b79c493be8,SERVIETT
25848395245,26486dba-97f7-4898-b167-97b79c493be8,SERVIETT
07915899948,491372eb-08ba-4f80-8ca0-53fef48c03b6,ANDAKT
02916597927,22c49775-16d7-4152-86d9-44d665aacb2d,KANTARELL
17816996791,f02a69cb-6c9e-4c50-8103-d3acb89c62d2,JUICE
16847999717,0c80920b-3728-499a-863c-dd9620127285,POTET
26824996333,5f74906d-c2c0-4a40-8aa0-6d205864a4de,LIST
26824996333,5f74906d-c2c0-4a40-8aa0-6d205864a4de,LIST
05927799067,f0230775-a4c9-4832-90bb-f07086816f46,KJEDEKOLLISJON
13857099812,5a9d0e25-a249-4149-9596-6f731ab68639,SJØSETTING
29877197393,eecaae7c-8058-44af-b032-ab18f297c32e,KJØPMANN
14906899788,39f1815e-b271-4fc3-8b1f-c0389fdfeaeb,FIKEN
14906899788,39f1815e-b271-4fc3-8b1f-c0389fdfeaeb,FIKEN
22825398582,613fe505-3e64-41ab-bb85-43fde02ac708,BALLONGBUKSE
22825398582,613fe505-3e64-41ab-bb85-43fde02ac708,BALLONGBUKSE
29928598258,f1f91e44-395c-42a6-b0a2-2da48cb60e29,MANDARIN
06836696628,2413344d-10c3-4003-ae21-35b42cf1ca45,EKTEMANN
06836696628,2413344d-10c3-4003-ae21-35b42cf1ca45,EKTEMANN
15848474476,97d716d7-5aa5-4053-92fb-825ef4463e23,ALKYMIST
15848474476,97d716d7-5aa5-4053-92fb-825ef4463e23,ALKYMIST
14867499068,0163c280-3877-4b91-8930-56671c4c70c3,MAGE
07897494773,e184c8b0-f77a-4a7d-adee-42dae80d4b24,PUMPE
25846697090,e89a4641-ad4d-493d-8ca9-fb47a642b6cc,KATT
25846697090,e89a4641-ad4d-493d-8ca9-fb47a642b6cc,KATT
12857296859,2772e22d-26d8-48e3-b15c-6cb4e494bfb6,UNNSELIG
09897298640,970e8c92-1635-4854-ad9f-38f255bfb425,BUKSPYTTKJERTEL
11916499797,5b1763fa-ee3c-4cbb-a61a-7b21e13eef6f,BENK
04869099312,844e3651-b273-40be-9d09-0180fd49ef59,ANALYSE
10917096312,ac8500d9-9744-4478-b338-8803a50b51f0,APPELL
10917096312,ac8500d9-9744-4478-b338-8803a50b51f0,APPELL
17863447976,106b352d-5e97-4654-8c4b-fda5d687863c,PUKKEL
08897397596,4c72b0cc-81cf-4582-86fc-533b92b9bbbf,BOM
08897397596,4c72b0cc-81cf-4582-86fc-533b92b9bbbf,BOM
02876196142,13a9a9ab-dee2-40a7-95dd-d4b734b2bfc9,LUE
14826196050,38054889-d47b-4723-b0de-b9cfc2178112,APPETITT
13887498568,81e37570-63e9-4bd1-9d81-e82cb751cdd2,REGLE
13887498568,81e37570-63e9-4bd1-9d81-e82cb751cdd2,REGLE
25897097659,378f6789-4a04-4894-90ce-7adc678d4ac4,FIRMA
19906699055,f11becb1-9100-46fc-b54b-1030a6c25750,BADERING
01847199713,c4b34b8f-8360-49b0-b816-0a82bb5a7411,SEILBÅT
01855497960,6ade0c25-59dc-4c1e-8640-9c7dddfcf4e5,DISTANSE
02896896582,93e654ec-0ada-4e6b-bc96-3034f161861c,BREV
11854097182,a4e9cd29-4dcb-49fe-a18c-bca266e144d1,GLOBUS
03906997435,ca67a649-6e95-4e65-aec6-f5d5520dc901,INVITASJON
11857398337,5adb6859-8119-458f-9bf1-f972f2edc7de,LIKNING
11857398337,5adb6859-8119-458f-9bf1-f972f2edc7de,LIKNING
24843048931,7c450cf3-f357-4cbe-90ab-58f07194d7da,ALDRING
24843048931,7c450cf3-f357-4cbe-90ab-58f07194d7da,ALDRING
07827499972,560da853-3587-4d37-882f-1ae54686d1f2,FORKLARING
27925298161,5b0f752f-8972-42db-bcdc-c61bc8b32d55,ASK
09846197777,ea555d17-8d57-473c-b6c6-2b8de90a8f30,SANS
09846197777,ea555d17-8d57-473c-b6c6-2b8de90a8f30,SANS
30928997649,b8a3a929-f451-4b68-961d-15936a655cec,ADMINISTRASJONSBYGNING
06894499727,c1302673-12e6-408b-baff-1519ebb80183,GATE
02915898745,93cb612e-2813-4918-b909-c433eaf4487d,IDÉ
28833847394,9eb08fde-04b0-40a8-84e5-6cc8fce50a15,KONTORBYGG
11814995765,6f57f775-996a-4a4f-b40b-e3c582c67c9b,HAGE
05926599692,f66204f3-5648-49ab-98a8-4308ed676e64,KARNEVAL
06897298986,a3e21fef-5423-4541-91a3-d9f5d93bb46b,NETTLESER
17826997575,f65d680b-d304-416d-b13a-b00f3ee6e9f6,SKOLE
17826997575,f65d680b-d304-416d-b13a-b00f3ee6e9f6,SKOLE
25856498770,734b9e7d-2324-448d-8159-cd2495f595bf,TRAGEDIE
10896297525,b9eb05c4-a7b3-4dcd-8232-8c01176045f1,BOKFINK
09816698747,7d45967e-7f84-437c-bfa2-e9e47288fa59,FOT
09837099029,c24a1db0-996d-42dc-b638-9052d6feb627,HAI
09837099029,c24a1db0-996d-42dc-b638-9052d6feb627,HAI
24859699703,63e01779-b710-418b-aad4-660e70387ad8,HANDELSFLÅTE
24859699703,63e01779-b710-418b-aad4-660e70387ad8,HANDELSFLÅTE
13886499404,b5f1e541-9940-4cd5-a0da-c1f9c6348b38,DOKTORGRAD
13886499404,b5f1e541-9940-4cd5-a0da-c1f9c6348b38,DOKTORGRAD
07887097180,190b7591-302a-41af-bc8e-69e35ea164f6,DYNE
14925499847,c0da932a-a31a-4f37-9a6a-1fc0190cec60,ASPARGES
08879899215,70907b66-d0b0-447a-ad2a-c28d437b4340,LAGSPORT
11839498324,4e544d09-2db5-4a86-967c-7d1fedd29a1e,FARGE
01879297598,ad9e87ad-7e45-400e-a06a-3410085289d6,LYD
10907996129,b86da347-746f-4d05-a7b7-8a4c809c63d8,VILLA
21917095105,924eb078-b12a-49d9-915e-9d57b8b65c3a,GRANDTANTE
26867597793,d3ba73a2-a74c-425d-8c09-7a87cbf76e13,ALGE
04856996188,d6ae3065-8b64-42c3-96a8-5d11de3dfa8a,NEVE
04856996188,d6ae3065-8b64-42c3-96a8-5d11de3dfa8a,NEVE
02847299269,1f4ad55f-6e30-4296-b19b-26213b0ec65a,HINGST
11876398046,66d308ac-eb02-4cfe-8437-d84a684f7390,GRANDIS
18859199018,572074eb-e1a3-4fe0-9844-275d48ae76dd,BU
13817597240,76fc25a7-cd5f-4875-8d30-3e68a9afbb06,INFEKSJON
15866098473,c5ddfd9c-12a1-48de-9345-bc979c1f0fc5,GRANDTANTE
07906297102,dacee4af-e2d9-4d76-8b97-b70589488418,PIANOKRAKK
10927196595,fbfced49-e9e4-4910-89cf-4046891ba854,SKO
11915398792,3c673f59-18d7-40bf-8fc7-d183484e626c,PYRAMIDE
24906299905,3b15d6f9-1ae2-4648-8fb4-947dcc1ffdfd,BESTEMOR
24906299905,3b15d6f9-1ae2-4648-8fb4-947dcc1ffdfd,BESTEMOR
29815599533,456cbfbf-ab3e-4e62-9c6c-7791010793b3,HAM
29815599533,456cbfbf-ab3e-4e62-9c6c-7791010793b3,HAM
05876798923,accb1138-7829-4eff-a7ea-ce010b0f7bdf,JULEFERIE
23855596784,c325cd04-0d78-4d4e-8695-f40f469f0678,FEBER
23855596784,c325cd04-0d78-4d4e-8695-f40f469f0678,FEBER
26903748167,f5148e7c-b077-455b-8ed2-56ead52d0727,PLATINA
27817298694,f3e6abb4-24a4-4a3b-8db4-8956024e317e,KONTRADIKSJON
10869999305,87e4bbe6-900d-415f-8af5-87cfff190e68,SØSTER
04927296905,b2120744-550b-4a95-965c-7e974b0b8a01,FEMKANT
08856398987,7b21cdfa-2be7-497b-8571-6ebf70e4ca69,PREMIE
26928799661,5ca0853b-14a6-411f-9106-5656a12c4aeb,MENY
05885196979,1324c9ef-f06b-459c-afc2-51fddca7aec6,SVALE
07888198770,ae4ca640-5d31-4dd8-a825-9888e1ae6c98,ANDREFIOLIN
07888198770,ae4ca640-5d31-4dd8-a825-9888e1ae6c98,ANDREFIOLIN
16887096590,f650cc1c-ee56-43a8-a993-6ee3c5fb2313,GJERRIGKNARK
16887096590,f650cc1c-ee56-43a8-a993-6ee3c5fb2313,GJERRIGKNARK
16866698337,bb2c6a62-2e65-4418-b836-6e75d75d1977,KORNSORT
