orgNo,partyId,ssn,userId,userPartyUuid,userPartyId,orgUuid,orgType
313380785,51503958,19916398703,20511112,6d6334ea-014b-40f5-9cc8-0068df7b917d,50308069,0f66d526-c3a6-4d8d-ad46-78433f757e19,AS
313297934,51310881,11897597979,20247379,328f33d7-60ac-4f9d-ab7c-aed76d29078c,50230406,a97348a4-af59-4f7f-9693-f10d2e0e46fc,AS
313362930,51180623,21838098131,20426266,5a8d39c2-9c0a-4056-8276-c23462da4197,50089085,e9b0fc51-fa31-4fc1-9ac3-d375a2ec1051,AS
312904195,51470589,28878598492,21034076,e1efafa5-6230-416a-83bf-76c4f9db1f41,50486283,42d50229-eb85-4e58-9a79-489cc2cadb06,AS
314128095,51555960,24878398838,20468644,63f28a8e-3b98-4049-bc55-afa0ddbfbc95,50066751,8f2e4474-03c2-430a-959d-acedbb9b2628,AS
314223055,51297495,11916996987,20042156,04da0923-7346-41c6-91b5-1d2ac73a6d10,50561440,ec68660a-d619-48fa-9410-c811aa11f541,AS
312280981,51172185,26900299590,20395657,53bf841f-e4b3-4ee5-a4c7-755a2893f492,50262850,b14bc66c-9083-49d9-906f-4aefbd512274,AS
313700836,51526252,14816598479,20283580,3ab39665-0508-4cb6-b031-3efbdb97d71e,50803502,a0458464-de3b-444b-92db-a82e55712ac4,AS
310888702,51264790,03865299302,20901122,c45cba8e-1aff-43f4-8180-8ec5bd273a2e,50693946,4b17b69e-d613-4e7e-a0cb-e5d6e9c27123,AS
210363122,51113813,31816099393,20596007,8038ea4c-21a3-4fde-9d25-257b71ac3da3,50638483,c349d7eb-60a9-47d8-bef7-2d193259f251,AS
312918412,51471601,21816798555,20388131,5215ce8e-a493-4edb-920a-e00026b83e7d,50109594,1c7fc71f-cb6b-4438-a813-8cda26d62dcc,AS
310624500,51241356,15816096402,20327644,448b31ec-fb64-4676-99c1-64b336afec0c,50156875,703619d4-1500-46ee-8a12-5c8ec066e6e1,AS
211148292,51122272,10915699680,20921820,c8f240c3-6198-4fd4-b52e-98db5979a70d,50384308,311e0a3a-5518-4971-bb13-1381ab5d93a2,AS
310914606,51267092,28887398846,20410861,571cd73f-6353-4a7d-ab80-1215e611ec7b,50710228,956ff791-b583-4f2a-983c-7789ed030216,AS
313890740,51539436,06866699907,20610082,8fd1802d-89bf-49eb-adc5-658227d1762f,50587911,7549e363-8b86-42ba-9068-671818ee5754,AS
214210592,51158535,17858599024,21140171,f9a009d2-7d33-464e-b9ba-ba2f886b148f,50495580,7d25d689-e5e4-4e85-868a-45af850d0da6,AS
313638928,51292250,04885299755,20314317,418b9855-a145-4cb8-963d-b13a50767356,50630507,8ac490d1-961f-485b-ad81-e040a568478e,AS
313799190,51533049,18888299161,21101694,f0f986cb-6cea-4e66-a6f3-e68296fb4043,50159191,5f9a3b41-6eb8-44d0-9117-21cab9566313,AS
310397822,51221134,18866599188,20809249,b30fd760-7490-4208-8c96-c2a1ede2c617,50697497,76fcc669-cff3-44cf-b10a-0b12fcb9f7d0,AS
312454696,51439025,07836696314,21009266,dc6363bc-de14-44e9-8d04-cff1660176e2,50259598,4fd6484b-a3ef-4dee-b9a5-db8184fb8368,AS
