orgNo,partyId,ssn,userId,userPartyUuid,userPartyId,orgUuid,orgType
310824399,51597669,12927296908,2432207,dcdc0434-6ec5-4b4c-b902-696ee6dd1b45,50841802,fe21679d-91e6-48cc-8ed0-6fc53b588180,AS
311120581,51623808,26898196843,1248542,4b482374-6e1e-4533-af2a-c93fee8213a3,50873048,1f73880f-ac21-473c-8a61-0035dad8c37b,AS
312632624,51789591,27897698345,1456397,c34f0f6b-0c20-4887-b224-501fdf5921b8,51066405,94b7cfd6-0e0d-407e-a99d-133326cb3787,AS
312497409,51780106,07812648319,159712,7bd79caf-8a03-4425-a060-ac6562f963a2,51357330,4d15d8bf-a364-4c6d-82d3-5d5e963003bf,AS
311072838,51619592,14895599507,1591036,1e779df3-e551-4abc-a155-1cbdd01b9ac8,51404387,06e816ed-54b9-4485-9c3f-d206c17a5482,AS
313745678,51866887,26814795941,1248350,85464107-aa3c-4e60-a9f4-5cd80ddd53ec,50618113,5ddc0312-698a-4357-bd30-243ddab81b6a,AS
312798433,51801159,01882547953,160456,024b822b-b28b-4d37-b11d-0bc76a9f561b,50603237,a0d04071-26b6-4538-bba3-f54e5dd20682,AS
312584832,51786254,08925199193,2430878,dc8e25d4-d797-4217-857e-a0ccf78153d9,50937160,bf433375-e999-4eeb-95f4-ac65fe8bd74d,AS
313484963,51848845,21887397675,1834465,55b8beaf-0054-4e99-850f-94cde02dacd3,50735008,b5e9a2d9-bb60-4752-9bcc-33ee305e0f66,AS
310468045,51566197,19885196724,1516046,0d70d4ab-f860-46e8-808d-82059b02dd24,50965399,ba39c243-842e-4514-a28e-5f27f4cbd0f7,AS
312773724,51799448,24849497185,2094168,903dcdf5-3f96-423b-b790-e1e95a6477a2,50724646,e8f78e64-3c78-41ea-b34c-e64e04175938,AS
314094948,51890994,22855197565,1523378,0f19b874-ab8b-418e-a92a-23e29b218658,51065476,ea2b0305-decb-46de-b0c3-082741f34d11,AS
311780115,51677568,22848398628,1427224,dea9a4ed-5f40-440e-a417-4abde494d7b1,51222258,fad409c5-dd22-40f9-aa5d-91afa1f0dd5c,AS
310823465,51597590,16906399761,153653,526aad7d-a429-4778-b8ab-ab9a50e50f62,50342316,5f3bc24e-6248-4767-bb27-6ba3e0850d35,AS
310847925,51599725,26857996398,2583921,ff2296f3-7671-457c-af67-e742224edb34,50858728,0f38db60-dde8-4f85-8428-60c4b4de4fd1,AS
313755339,51867541,12856099189,1736480,3f6e2a35-1181-4970-aadf-6384f9f9e822,51408274,f307f9e4-9b9a-473f-be68-b605c8630c45,AS
212507172,51481367,28867396936,2284834,bb6faef2-1520-4bb1-9352-52c145584920,51094382,cca0fc12-85ad-40d9-9fb1-87e2fc37c155,AS
310210722,51543274,31837796361,1268989,296c4d33-19c5-47e3-89ce-c4ae6859436b,50582990,603bb1e3-e9b4-42ba-ba13-fbfe7a079611,AS
214206072,51497584,12827297168,1448654,bdff733f-0ef7-4e25-9f1f-3a0790a099b9,50811416,7587f422-5f1a-482c-9ebd-a4b70465dfcb,AS
312244462,51756004,20876498341,760933,1b3d9fc3-1711-40ba-8be1-3df987d2e0b9,50851462,e2ff6415-a89b-48e7-9b3c-0defcc6bca06,AS
313762327,51868013,13845895397,1750977,42ab9f79-397a-4c12-b897-e095fcf832cc,50744710,18a16a12-e1f9-4c82-b599-a0f6f3199972,AS
310021040,51526233,12856297533,162476,7416dadc-b3d5-48d4-b934-fbb1c786b545,50778722,4e5e77f6-cc79-4397-9734-18167c869f8a,AS
313665429,51861360,05875697929,735841,500fcbce-fc87-4b88-947f-220296b2de81,50780344,f7e407b8-d933-44ff-9e4b-2492d063d3eb,AS
311186892,51629641,28917999572,1715903,3ab91b38-badc-4896-8bc1-71abc94c485f,51208252,244d90bd-605d-471f-b79b-c7fcd90779b4,AS
212766992,51476729,19879097358,1784285,4a4e4494-a938-4f2d-8c19-f7651eca7ba3,51042925,f2ca268e-c27b-4baf-90f6-ce27447768dc,AS
313380785,51841635,19916398703,2369228,ce8a48f7-5f88-4f05-84c4-fba7a80d787c,51105787,a56ebdaf-d987-42dc-8408-f516e5b2ad91,AS
313297934,51649204,11897597979,1716075,3ac2899b-2326-4633-b717-80401aa8aac8,51118229,1866fcf9-7532-4fe5-a5df-687eaff39a7b,AS
313362930,51519709,21838098131,2346723,c9784f29-e97f-464f-b7ea-95a0da04b4fd,51095399,f6c1c7b5-dc5b-4582-bafb-9347caef525d,AS
312904195,51808486,28878598492,1249042,0a4c7b3a-d44a-4303-a1bc-a36c7fd925a7,50590209,6c84d57f-091c-4681-b264-b81233b7afe8,AS
314128095,51893297,24878398838,1429142,9517e2d4-31cf-4aa7-852c-1b1bb4dac2b3,50982048,3e4b6651-e04d-4252-999f-89d1d2ffb78c,AS
314223055,51635819,11916996987,1877982,5f7fb4cc-0b6e-4008-9c30-7e8188b7c462,50977644,dc740665-d3fb-4be6-ac96-e317e7b79f88,AS
312280981,51511272,26900299590,186333,6592eadd-7da6-45a6-a065-dd7721b8fdeb,51093512,a97c6f9d-ba14-4545-a598-d7b35537e6ba,AS
313700836,51863775,14816598479,1724089,3c99c56c-454c-4864-90a2-ab8bd2c1f6dc,50755803,f1c13410-9599-4cb2-ad4b-a05c23d390ab,AS
310888702,51603313,03865299302,2239502,b122d1f3-9b48-448b-a7ee-b653efa32a61,51219554,399ef819-5e6a-434b-ba07-cc06ffc39e82,AS
210363122,51453149,31816099393,1797827,4d62d0b4-1c7c-4431-b2c0-147afc8019b8,51194372,2fa3376e-2000-47cb-ba82-7f89daac0fa8,AS
312918412,51809490,21816798555,1954037,70bbd7d2-fc86-4565-b5cc-6208f0039332,50576843,1e1b7936-41d7-4952-a44d-afa809f96365,AS
310624500,51580043,15816096402,1533618,116f2c6d-e8aa-4c7b-86ad-06dff78ff953,50664934,5962cd7f-4e33-4355-9f40-34db8141dca7,AS
211148292,51461527,10915699680,1863665,5c47ba60-e6d4-49c3-8ee1-f5939fa7bece,50585360,73037162-cfd5-4fc4-a9bf-9808cd6b415e,AS
310914606,51605601,28887398846,1954857,70e632a8-0df6-4722-8273-821d116242bd,51227273,ad66651a-a56d-4413-bd80-6b4958146367,AS
313890740,51876881,06866699907,1444352,e494c08f-cdf2-45bd-8ed1-f4f2aad4c827,51178691,056ab126-09f8-4f0c-aa7c-f5bcfea89702,AS
214210592,51497628,17858599024,1967263,73a5d2f6-9561-437a-b297-57b999bd190d,51135344,03d0cf4a-268f-4386-b81d-972865c54821,AS
313638928,51630573,04885299755,2448178,e07b8fcb-c902-4c66-83f7-c86dcf2d6a57,51388990,42b98915-2e6a-4c68-9dc2-11a7f37460a4,AS
313799190,51870543,18888299161,1663975,2ee7d164-6e13-46df-9161-db76526f2fdc,51159123,ab0c807b-baa1-43e3-9298-f72bf01dcaa3,AS
310397822,51559959,18866599188,309226,29d05c5b-7030-4b7e-9798-a2d731d320e1,51419507,3664d4f9-b923-407b-9f19-b2f810bbf4e6,AS
312454696,51777161,07836696314,1819600,5258a1cb-a84b-4924-8f77-ca5c9ab24e00,50733049,2fb75df7-d964-414f-83f2-5b20762fb67a,AS
