ssn,avgivere
09906899954,org:311047205 org:312875691 org:313359220 org:313227189 org:310633496 org:313391868 org:311720686 org:314278097 org:314055454 org:210575502 org:314246586 org:310822825 org:314084896 org:312757370 org:312501929 org:312836076 person:11825299426 org:314255267 org:214266032 org:310285900 org:312696967 org:313430421 org:214247542 org:310913634 org:313236250 org:310530883 org:311179950 org:313840379 person:11924898315 org:311047876 org:311823280 org:312866056 org:310474576 org:312868997 org:313715159 org:313269779 org:313796752 org:313811743 org:313866955 org:314288513 org:310321923 org:313939758 org:314223942 org:312448203 org:312595443 org:210607242 org:314117883 org:312555697 org:313905853 org:312540835 org:313555739 org:314276663 org:313970574 org:313553280 org:314284259 org:313084302 org:310921394 org:312606763 org:310834920 org:313689662 org:314046005 org:310212938 org:313977129 org:310711497 org:313700240 org:310822019 org:312573997 org:310301876 org:312471035 org:314266625 org:312907402 org:313526674 org:310205222 org:313317161 org:310235482 org:311142232 org:310298115 org:213746472 person:01876097814 person:31925198873 org:312846012 org:312901714 org:310071560 org:313079228 org:314278836 org:313792897 org:313937739 org:311724703 org:310506001 org:314002482 org:310817422 org:313514773 org:313702960 org:312173042 org:310362646 org:314063112 org:310732397 org:311797379 org:311715585 person:14876699061 
21918297933,org:311047205 org:312875691 org:313359220 org:313227189 org:310633496 org:313391868 org:311720686 org:314278097 org:314055454 org:210575502 org:314246586 org:310822825 org:314084896 org:312757370 org:312501929 org:312836076 person:11825299426 org:314255267 org:214266032 org:310285900 org:312696967 org:313430421 org:214247542 org:310913634 org:313236250 org:310530883 org:311179950 org:313840379 person:11924898315 org:311047876 org:311823280 org:312866056 org:310474576 org:312868997 org:313715159 org:313269779 org:313796752 org:313811743 org:313866955 org:314288513 org:310321923 org:313939758 org:314223942 org:312448203 org:312595443 org:210607242 org:314117883 org:312555697 org:313905853 org:312540835 org:313555739 org:314276663 org:313970574 org:313553280 org:314284259 org:313084302 org:310921394 org:312606763 org:310834920 org:313689662 org:314046005 org:310212938 org:313977129 org:310711497 org:313700240 org:310236446 org:310822019 org:312573997 org:310301876 org:312471035 org:314266625 org:312907402 org:313526674 org:310205222 org:313317161 org:310235482 org:311142232 org:310298115 org:213746472 person:01876097814 person:31925198873 org:312846012 org:312901714 org:310071560 org:313079228 org:314278836 org:313792897 org:313937739 org:311724703 org:310506001 org:314002482 org:310817422 org:313514773 org:313702960 org:312173042 org:310362646 org:314063112 org:310732397 org:311797379 org:311715585 
08885795774,org:313890740 org:310561517 org:313137325 org:312753944 org:313906876 org:314258657 org:314063295 org:212631132 org:313508064 org:213914642 org:313415511 org:310605778 org:310397024 org:313417387 org:313216659 org:313666646 org:210834672 org:314119916 org:314042042 org:314252039 org:212275182 org:310585858 org:312948338 org:313125726 org:314125118 org:310160539 org:313492710 org:314243943 org:214129272 org:314283902 org:311164651 org:313764303 org:311117084 org:310361933 org:312664976 org:313373908 org:313439542 org:213392972 org:310680664 org:312743825 org:311023535 org:310166936 org:313782867 org:310242039 org:313084361 org:310490326 org:314254406 org:314051866 org:310730270 org:314274180 org:312517485 org:313297160 org:312474794 org:311162802 org:312630907 org:210714502 org:310380253 org:313392139 org:313988988 org:310327018 org:313451607 org:314219449 org:312273322 org:311068237 org:311076051 org:310157643 org:311178164 org:310895172 org:313511669 org:311183311 org:313594165 org:313962113 org:311754718 org:314067924 org:314263545 org:310540358 org:314267761 org:313284255 org:310059803 org:312514516 org:314212711 org:312968738 org:312647826 org:313523829 org:310010510 org:311708961 org:312740990 org:310840181 org:310960748 org:314111796 org:312614472 org:313880885 org:310431265 org:312167158 org:310694142 org:314079280 org:314267753 org:310640972 org:313399605 org:313376311 
14896798007,org:312439484 org:312263637 org:214176262 org:314253922 org:312646498 org:313540545 org:310161349 org:312216787 org:310620882 org:312211998 org:313187357 org:311781685 org:314126858 org:311047469 org:311088599 org:312811642 org:313532542 org:313346625 person:18898899248 org:210599932 org:310401455 org:313458024 org:313658899 org:210404392 org:313750043 org:311180975 org:313001776 org:312936267 org:212720542 org:313638405 org:313875172 org:310457752 org:310257966 org:312447142 org:312596482 org:312466376 org:211685832 org:313461890 org:312682079 org:313272885 org:310554936 org:310487325 org:310275220 org:312553554 org:314137507 org:312500868 org:313603520 org:313815234 org:310156191 org:313625079 org:313630951 org:310161918 org:310973815 org:314242688 org:314263782 org:214191342 org:314008162 org:313907163 org:210027912 org:311080318 org:310002518 org:313193136 org:311009621 org:310265179 org:313248011 org:312630745 org:313458091 org:313825221 org:310729396 org:313105105 org:214228122 org:314113152 org:310489336 org:312518414 org:313587487 org:313421686 org:310969273 org:310235792 org:313046451 org:313216543 org:310319449 org:310170224 org:314197372 org:314251822 org:310537373 org:313730662 org:212557412 org:310637017 org:312747685 org:313106683 org:213700332 org:312459981 org:312733773 org:212157082 org:312882841 org:213520652 org:314097505 org:313681432 org:314046595 org:310598305 
22877497392,person:25867296584 person:09877396409 person:26856998532 person:15813349342 person:31885898044 person:13816696369 person:17916996225 person:07926299365 person:22889598577 person:13824698303 person:22889897221 person:29837199334 person:01877996340 person:15899298036 person:14927396654 org:210002162 org:210017062 org:210017232 org:210024182 org:210024662 org:210024042 org:210032622 org:210089292 org:210095152 org:210095772 org:210102272 org:210110232 org:210134492 org:210135952 org:210155872 org:210155562 org:210155422 org:210161252 org:210162852 org:210174982 org:210175822 org:210179542 org:210199152 org:210204512 org:210204962 org:210208992 org:210210202 org:210210172 org:210238972 org:210251022 org:210245782 org:210250832 org:210264132 org:210273832 org:210274022 org:210284672 org:210294422 org:210308482 org:210305602 org:210318372 org:210316752 org:210322752 org:210331492 org:210335242 org:210342702 org:210358382 org:210361812 org:210365052 org:210371672 org:210381732 org:210398872 org:210403922 org:210416102 org:210419292 org:210419802 org:210425632 org:210424652 org:210426892 org:210427082 org:210465642 org:210463992 org:210464662 org:210483942 org:210493042 org:210490272 org:210494642 org:210511482 org:210571922 org:210010432 org:210034242 org:210038302 org:210049452 org:210062092 org:210073922 org:210080392 org:210084142 org:210090452 org:210085092 org:210091262 org:210094032 org:210094342 org:210101942 org:210102612 org:210124322 org:210127232 
23812849735,person:26827199175 org:210005552 org:210000992 org:210015272 org:210020632 org:210030972 org:210030352 org:210039082 org:210037152 org:210045082 org:210048952 org:210060022 org:210070702 org:210081372 org:210083812 org:210092072 org:210089632 org:210088482 org:210100172 org:210113142 org:210152202 org:210181512 org:210234012 org:210235272 org:210238042 org:210264892 org:210351892 org:210357262 org:210372482 org:210386262 org:210413502 org:210458042 org:210480862 org:210476342 org:210488022 org:210510982 org:210529942 org:210549722 org:210799702 org:210810242 org:210828052 org:210834842 org:210841482 org:210857842 org:210893652 org:210893512 org:210999752 org:211005092 org:211031662 org:211039442 org:211049952 org:211059842 org:211075112 org:211085002 org:211093722 org:211116552 org:211128372 org:211177772 org:211183942 org:313865231 org:310753548 org:213407392 org:312760029 org:314128885 org:312647605 org:210162682 org:210185542 org:210204652 org:210211292 org:210214372 org:210226842 org:210228152 org:210243372 org:210250212 org:210252312 org:210266712 org:210314482 org:210326952 org:210330712 org:210335412 org:210338322 org:210339132 org:210407472 org:210419632 org:210428402 org:210427732 org:210476512 org:210475362 org:210485902 org:210517472 org:210539212 org:210547142 org:210559922 org:210766952 org:210777172 org:210784292 org:210801642 org:210811532 org:210807322 org:210819932 
25877799797,person:30865297579 person:07914994882 org:210005242 org:210004742 org:210010742 org:210009132 org:210020152 org:210023992 org:210024212 org:210029532 org:210055762 org:210052402 org:210071202 org:210089152 org:210140492 org:210156062 org:210168362 org:210190902 org:210222782 org:210221212 org:210250042 org:210312862 org:210552472 org:210845232 org:210846212 org:210870172 org:210879412 org:210905472 org:210905022 org:211006692 org:211080132 org:211113022 org:211119322 org:211145552 org:211155892 org:313139492 org:311002945 org:310385948 org:312565943 org:313973514 org:213176382 org:312448041 org:211688912 org:211766662 org:211765852 org:211804122 org:211822112 org:314263847 org:212153222 org:212221422 org:212237752 org:313735265 org:313430022 org:310925276 org:314122062 org:312393433 org:212395072 org:212458422 org:212481882 org:212550302 org:212580872 org:212627682 org:212663492 org:212862592 org:212942812 org:212984752 org:212991562 org:213021672 org:213051482 org:213090232 org:213132032 org:210167412 org:210197842 org:210235442 org:210255222 org:210300872 org:210319352 org:210396462 org:210409742 org:210437592 org:210489452 org:210495762 org:210501592 org:210545182 org:210555692 org:210561072 org:210558152 org:210886842 org:210927522 org:211011742 org:211065842 org:211094052 org:211113642 org:211128682 org:211169222 org:313765318 org:312914409 org:313760952 org:313615332 org:311765914 
08927398045,org:310074179 org:310438723 org:313953106 person:08927398045 
69926801104,org:310074179 org:310438723 org:313953106 person:69926801104 
07835799373,org:313600211 org:312404036 org:310451002 org:314128532 org:310751081 org:212189332 org:310109797 org:213056522 org:314072111 org:310643165 org:314204182 org:312624745 org:310662976 org:310216518 org:312243776 org:310555649 org:310308056 org:313075966 org:310881872 org:212755842 org:310902144 org:313058239 org:311171011 org:210305912 org:313855171 org:313770222 org:313565874 org:313618404 org:310579319 org:313212300 org:310738018 org:313836819 org:312225077 org:314163079 org:310619981 org:314202392 org:310074594 org:313727734 org:211785942 org:312656345 org:312882086 org:310484792 org:310531847 org:313962814 org:313881717 org:210235582 person:19829297097 org:310162558 org:312424061 org:312954915 org:214155222 org:313643638 org:213343882 org:314219600 org:313155773 org:312575493 org:210262962 org:310184950 org:313923762 org:310135569 org:310224677 org:313749568 org:310281778 org:310045268 org:310597481 org:312805405 org:311107453 org:313571297 org:311750291 org:314289110 org:311098217 org:313516091 org:313923312 org:311808060 org:310651990 org:213515292 org:313976505 org:310255068 org:314236629 org:313454681 org:313149102 org:313159930 org:310635111 org:312948176 org:310611859 org:311688480 org:310005851 org:310453722 org:314231902 org:312952165 org:314018907 org:314212800 org:310303445 org:310426261 org:310984108 org:314221494 org:310311758 org:314221257 org:313710351 org:314246500 
09916399526,org:311119850 org:312283980 org:310872849 org:311784285 org:310720704 org:314242742 org:312720418 org:311144154 org:310566659 org:314240545 org:312986264 org:310141879 org:312443961 org:313334511 org:314264142 org:312893339 org:313456587 org:313988406 org:214218372 org:310085472 org:212788902 org:314055543 org:310356034 org:312781565 org:310601624 org:310410276 org:210076212 org:310312347 org:310358045 org:312877031 org:310766593 org:313373630 org:314239970 org:313555143 org:314268601 org:314124340 org:310165948 org:313476324 org:312987457 org:313732711 org:312635437 org:311762087 org:312280256 org:311039032 org:213342002 org:310532975 org:314263898 org:314254074 org:311723960 org:313530671 org:314090039 org:313773035 org:210894772 org:314246497 org:313735672 org:314277678 org:314244087 org:310660019 org:310430323 org:312687151 org:310881309 org:313339025 org:310123234 org:310381632 org:211067012 org:313401049 org:312953897 org:310474851 org:313458148 org:314130901 org:313801144 org:310355143 org:311001698 org:311122282 org:310600431 org:312867672 org:311168193 org:310122165 org:310096946 org:310022985 org:210745742 org:314238222 org:312776901 org:314081757 org:311753118 org:213518682 org:314251504 org:312674041 org:310155462 org:310279757 org:314221567 org:313900304 org:310228818 org:310244341 org:310856541 org:312492717 org:313530981 org:313954854 org:310076724 org:310676454 
11924998921,org:311119850 org:312283980 org:310872849 org:311784285 org:310720704 org:314242742 org:312720418 org:311144154 org:310566659 org:314240545 org:312986264 org:310141879 org:312443961 org:313334511 org:314264142 org:312893339 org:313456587 org:313988406 org:214218372 org:310085472 org:212788902 org:314055543 org:310356034 org:312781565 org:310601624 org:310410276 org:210076212 org:310312347 org:310358045 org:312877031 org:310766593 org:313373630 org:314239970 org:313555143 org:314268601 org:314124340 org:310165948 org:313476324 org:312987457 org:313732711 org:312635437 org:311762087 org:312280256 org:311039032 org:213342002 org:310532975 org:314263898 org:314254074 org:311723960 org:313530671 org:314090039 org:313773035 org:210894772 org:314246497 org:313735672 org:314277678 org:314244087 org:310660019 org:310430323 org:312687151 org:310881309 org:313339025 org:310123234 org:310381632 org:211067012 org:313401049 org:312953897 org:310474851 org:313458148 org:314130901 org:313801144 org:310355143 org:311001698 org:311122282 org:310600431 org:312867672 org:311168193 org:310122165 org:310096946 org:310022985 org:210745742 org:314238222 org:312776901 org:314081757 org:311753118 org:213518682 org:314251504 org:312674041 org:310155462 org:310279757 org:314221567 org:313900304 org:310228818 org:310244341 org:310856541 org:313530981 org:313954854 org:310076724 org:310676454 org:311822543 
21854797503,org:310518506 person:01868299661 org:310304638 org:311789090 org:312552663 org:310169676 person:22868999245 org:311728865 person:24867296545 org:313908364 org:311691074 org:313498867 person:06908197370 person:24873949763 person:27857199427 org:311105167 org:310795100 org:313280683 org:313571270 org:311754823 person:06887498332 person:07859799528 org:313886468 org:312875314 org:313608786 org:312628767 org:310567140 org:312951703 org:313235351 org:314157311 person:06818597124 org:312878615 person:30881449656 org:310187232 person:10857399515 org:310793922 person:26819096901 org:313964396 org:313056139 org:210998322 org:310970646 org:312272598 org:311824767 org:312650983 person:22876497283 person:09876299264 org:312768143 org:310690066 org:310089184 org:310709077 org:314238303 person:29877298289 org:312664771 org:312890933 org:312526719 org:212761982 org:312832313 org:312209276 person:17847596554 org:312904837 org:212461032 org:312850680 person:14840198244 person:19887197574 org:312903040 org:310620696 person:06907399719 org:313481298 org:313630080 person:07888198932 org:312222167 person:08846399780 org:311072706 org:310415790 org:310504157 org:310907626 person:17845599564 org:310935964 org:314215966 person:17885297137 org:312220091 org:310291773 org:313053644 org:312924919 org:313431428 person:08826094509 person:22895998951 org:313997375 org:312856778 person:16907596331 person:03836897284 org:212985112 org:310271748 person:26818997735 person:27845998987 org:210435522 org:310201146 org:312205947 org:212687782 org:312498693 
10887599446,org:314079329 org:311160583 org:310079480 org:313802337 person:10887599446 
24903148930,org:311784463 org:311744135 org:313969134 org:312155656 org:313444503 org:313826953 org:313935698 org:310073709 org:210694552 org:313585522 org:312215152 org:210864482 org:214251442 org:311800515 org:312503697 org:314243900 org:213959972 org:213397702 org:310174440 org:310181943 org:313595544 org:313012794 org:313916782 org:313278913 org:313998843 org:310618845 org:314240340 org:311100874 org:313187489 org:314272889 org:310354414 org:314053532 org:210019022 org:310946400 org:312561972 org:310697427 org:314249976 org:314151372 org:311789651 org:310673285 org:313979776 org:312806215 org:313107205 org:313425703 org:312188872 org:310217360 org:210053972 org:314267818 org:312599570 org:313326381 org:313408868 org:310215511 org:310348414 org:311120506 org:314169670 org:314271424 org:310085618 org:310697567 org:312956500 org:313815099 org:310331856 org:312198827 org:312483130 org:311741381 org:312458357 org:313194841 org:310519162 org:314265610 org:310455156 org:313550702 org:314089235 org:313738744 org:313018415 org:314199812 org:314243633 org:312878119 org:312589206 org:310268038 org:210931112 org:311726528 org:312636514 org:312606364 org:314020944 org:311034316 org:313035190 org:314259270 org:312458306 org:311055011 org:314190505 org:310109037 org:311149970 org:310425540 org:213560492 org:313080560 org:313122379 org:314255798 org:310529346 org:313573818 org:313308820 org:212247022 
29847698959,org:312868180 org:210845852 org:314275675 org:313542416 org:310173509 org:312979330 org:310656704 org:312883171 org:313542432 org:313964043 org:312715139 org:310512990 org:310317799 org:312666316 org:314220080 org:310842400 org:312436345 person:04838999706 org:313762173 org:314289579 org:313890287 org:311067397 org:313123596 org:312264153 org:310755206 org:313046966 org:314288939 person:14914198144 org:311105019 org:310505269 org:210430792 org:311703811 org:314220633 org:211706872 org:213339532 org:314122623 org:313379108 org:312244896 person:01887698127 org:310206075 org:314248430 org:314270479 org:214229412 org:312509598 org:310081418 org:310807656 org:311821180 person:19837998355 org:210446192 org:310418153 org:313527603 org:313902242 person:20847397676 org:313620271 person:18845996934 org:310582778 org:312226715 org:314195949 person:26855498781 org:312507307 org:314248422 org:313285677 org:312768208 org:213193422 org:313570932 org:310565989 org:310338249 org:310056421 org:314085973 org:313529231 org:313844854 org:310961078 org:310546631 org:310051209 org:314101251 org:312413116 org:312486768 org:310090913 org:310381764 org:310508748 org:313548015 org:311061828 org:312759470 org:313666204 org:313171558 org:311749765 org:312860007 org:314238737 person:18839098819 org:311006630 org:310965677 person:22844699038 org:310422614 org:212494232 org:313493695 org:310638986 org:313608298 org:312228122 org:313875709 org:313756041 
05915697927,org:313539431 org:310409308 org:312853787 org:313972666 org:310491675 org:212703982 org:312981858 org:312496186 org:312243598 org:312616726 org:312546434 org:312959933 org:310008559 org:310299227 org:312428156 org:314012887 org:313765431 org:312635283 org:310920088 org:314166876 org:313272087 org:311043803 org:312911604 org:310067911 org:310430730 org:314074076 org:210861912 org:311703218 org:310480673 org:310698989 org:311132326 org:314020669 org:313584232 org:310211575 org:310870005 org:312575159 org:314089847 org:311825232 org:311034650 org:310137014 org:212947652 org:313380165 org:312419750 org:312258927 org:313885712 org:214078112 org:312645793 org:311006363 org:213905392 org:311019619 org:313164314 org:313490955 org:310695467 org:311144979 org:311160672 org:312990806 org:313992780 org:312216914 org:212521752 org:312959003 org:310625892 org:310213594 org:313897656 org:312854988 org:310761591 org:313290573 org:314013077 org:313405664 org:312687739 org:313382680 org:313678679 org:213015052 org:313474321 org:310268496 org:313982270 org:314104846 org:313284662 org:313830942 org:311151959 org:313671542 org:310667617 org:310172170 org:313111504 org:311108662 org:313157113 org:313658325 org:213802372 org:312465124 org:311726757 org:213994832 org:313769372 org:310286702 org:312941007 org:310409103 org:313989380 org:310666017 org:312489503 org:310370924 org:313657892 org:310793035 
